property_type,society,sector,price_in_cr,price_per_sqft,total_area_sqft,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,luxury_score,area_per_bedroom,coordinates,latitude,longitude
Flat,shapoorji pallonji joyville gurugram,sector 102,1.95,16277.0,1198.0,2,2,3+,5.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,599.0,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,Ansal API Versalia,sector 67,2.9,16111.0,1800.0,4,4,2,1.0,0,1,0,1,0,east,Semi-Furnished,New Property,0.498886713224621,450.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent Builder Floor,DLF Phase 1 Ultra Luxury Builder Floors,sector 26,4.7,17407.0,2700.0,4,4,2,1.0,0,1,0,1,0,south-east,Semi-Furnished,Relatively New,0.8998928678254854,675.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,Smart World Gems,sector 89,1.32,11924.0,1107.0,2,2,2,4.0,1,0,0,0,0,east,Unfurnished,New Property,0.0,553.5,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,DLF City Phase 1,sector 26,5.5,40741.0,1350.0,3,2,2,2.0,0,0,0,0,0,not available,Unfurnished,Old Property,0.3465960199121562,450.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,adani m2k oyster grande,sector 102,4.16,13000.0,3198.0,4,3,3,15.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.0818407998606694,799.5,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,Smart World Gems,sector 89,1.29,11774.0,1096.0,2,2,2,1.0,1,0,0,0,0,east,Unfurnished,New Property,0.8198629466494078,548.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,Ansal API Versalia,sector 67,3.8,15637.0,2430.0,4,4,3+,4.0,0,1,0,0,0,not available,Semi-Furnished,New Property,1.1275908407750332,607.5,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,"Suncity, Gurgaon",sector 54,14.0,43210.0,3240.0,6,7,3+,3.0,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1.3649117126625223,540.0,"28.4348° N, 77.1089° E",28.4348,77.1089
Flat,signature global orchard avenue 2,sector 93,0.68,11413.0,594.0,2,2,2,8.0,0,0,0,0,0,east,Unfurnished,New Property,0.0,297.0,"28.4153° N, 76.9326° E",28.4153,76.9326
Flat,ats marigold,sector 89,2.07,11828.0,1750.0,3,3,3+,8.0,0,0,1,0,0,north-east,Unfurnished,New Property,0.1275465379242346,583.3333333333334,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,DLF Garden City Floors,sector 92,2.96,10962.0,2700.0,4,4,2,2.0,0,1,0,0,0,not available,Unfurnished,Relatively New,1.3649117126625223,675.0,"28.4079° N, 76.9153° E",28.4079,76.9153
Independent House,"Sushant Lok 3 Extension, Gurgaon",sector 57,5.25,32407.0,1620.0,2,1,1,1.0,0,0,0,0,0,north-west,Unfurnished,Relatively New,0.7589525875378962,810.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent House,DLF Silver Oaks,sector 26,7.25,40277.0,1800.0,4,4,2,2.0,1,1,1,1,0,north,Unfurnished,Moderately Old,1.3649117126625223,450.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,sobha city,sector 108,3.2,18702.0,1711.0,3,3,2,8.0,0,0,0,0,0,not available,Semi-Furnished,Relatively New,0.0,570.3333333333334,"28.5134° N, 76.9830° E",28.5134,76.983
Independent House,4S Amara Floors,sector 67,2.2,15714.0,1400.0,3,3,3+,4.0,1,1,0,1,0,north-east,Unfurnished,New Property,0.8813867260549119,466.6666666666667,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,dlf the ultima,sector 81,5.05,17876.0,2825.0,4,5,3+,12.0,0,1,0,0,0,east,Semi-Furnished,Relatively New,0.5002605757110253,706.25,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent House,"Sohna Road, Gurgaon",sector 48,0.7,8159.0,858.0,2,2,0,2.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,429.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent Builder Floor,"Sector 63A, Gurgaon",sector 63,2.18,11179.0,1950.0,3,3,2,2.0,1,1,0,1,1,east,Furnished,New Property,1.241077710345214,650.0,"28.3971° N, 77.0867° E",28.3971,77.0867
Flat,aipl the peaceful homes,sector 70,2.2,16871.0,1304.0,2,2,3+,15.0,0,0,0,0,1,north-east,Semi-Furnished,Relatively New,1.3649117126625223,652.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent Builder Floor,DLF Luxury Builder Floors,sector 25,5.55,14605.0,3800.0,4,5,2,3.0,1,1,0,1,1,north-east,Semi-Furnished,New Property,1.3649117126625223,950.0,"28.4844° N, 77.0860° E",28.4844,77.086
Independent House,DLF City Plots Phase 2,sector 25,18.5,40947.0,4518.0,10,8,3+,3.0,1,1,1,1,0,south,Semi-Furnished,Old Property,1.1257868623616014,451.8,"28.4844° N, 77.0860° E",28.4844,77.086
Independent House,Bptp Visionnaire,sector 70,6.45,10750.0,6000.0,4,4,3+,3.0,0,1,0,1,0,north-east,Unfurnished,Relatively New,1.0770609634792967,1500.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent Builder Floor,"Sector 23, Gurgaon",sector 23,4.3,9517.0,4518.0,4,5,2,2.0,1,1,0,1,1,west,Unfurnished,Relatively New,0.2493628396354255,1129.5,"28.5121° N, 77.0478° E",28.5121,77.0478
Independent Builder Floor,"Sector 45, Gurgaon",sector 45,2.8,15512.0,1805.0,3,3,2,4.0,0,1,0,1,0,north,Semi-Furnished,New Property,0.0,601.6666666666666,"28.4466° N, 77.0660° E",28.4466,77.066
Independent House,"Palam Vihar, Gurgaon",sector 1,11.5,24573.0,4680.0,4,4,3+,4.0,0,1,1,1,0,south-east,Unfurnished,Moderately Old,1.2234424128034749,1170.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,Luxury kothi stilt four floors,sector 43,15.4,57037.0,2700.0,5,8,3,4.0,1,1,1,1,0,north-west,Semi-Furnished,Relatively New,1.241077710345214,540.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,m3m latitude,sector 65,7.1,24027.0,2955.0,4,5,3,20.0,0,1,0,1,0,north,Unfurnished,Relatively New,0.4490907159988404,738.75,"28.4030° N, 77.0690° E",28.403,77.069
Flat,indiabulls enigma,sector 110,5.8,14948.0,3880.0,5,5,3+,12.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,776.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Independent Builder Floor,"Sector 15 Part 2, Gurgaon",sector 15,3.9,13928.0,3196.0,3,5,3+,2.0,0,1,0,1,1,east,Semi-Furnished,Relatively New,0.3599807943436079,1065.3333333333333,"28.4621° N, 77.0464° E",28.4621,77.0464
Independent Builder Floor,Private Builder Floor,sector 55,4.1,11714.0,3500.0,4,4,2,1.0,0,1,0,0,0,north-east,Semi-Furnished,New Property,1.198514538834199,875.0,"28.4281° N, 77.1100° E",28.4281,77.11
Independent House,Unitech Nirvana Birch Court,sector 50,12.5,38580.0,3240.0,4,4,3,2.0,1,1,0,1,0,north,Unfurnished,Old Property,0.7247646792304928,810.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,BEST PRICE DEAL,sector 25,3.0,14999.0,2000.0,3,4,2,1.0,1,1,0,1,1,east,Semi-Furnished,New Property,0.3599807943436079,666.6666666666666,"28.4844° N, 77.0860° E",28.4844,77.086
Independent Builder Floor,"DLF Phase 1, Gurgaon",sector 26,5.9,13111.0,4500.0,4,5,2,1.0,0,0,0,0,0,south-east,Unfurnished,New Property,0.0,1125.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,Smart World Gems,sector 89,1.95,11912.0,1637.0,3,3,2,3.0,1,0,0,0,0,west,Unfurnished,Relatively New,0.9498349870226312,545.6666666666666,"28.4253° N, 76.9439° E",28.4253,76.9439
Flat,smart world orchard,sector 61,2.68,16472.0,1627.0,3,2,2,2.0,0,0,0,0,0,east,Unfurnished,New Property,0.7290969476749513,542.3333333333334,"28.4050° N, 77.0963° E",28.405,77.0963
Flat,ashiana anmol,sector 33,1.8,11787.0,1527.0,3,3,3,11.0,0,0,0,0,0,north-east,Unfurnished,New Property,0.6109441221403384,509.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,Smart World Gems,sector 89,1.64,10977.0,1494.0,3,3,2,3.0,0,0,1,1,0,west,Unfurnished,Relatively New,0.378436435720245,498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,15.0,55555.0,2700.0,10,7,3,3.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.3465960199121562,270.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,"DLF Phase 2, Gurgaon",sector 25,19.25,55412.0,3474.0,7,7,3+,4.0,1,1,0,1,1,north-east,Unfurnished,Old Property,0.8813867260549119,496.2857142857143,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,puri emerald bay,sector 104,2.1,18260.0,1550.0,2,2,2,9.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,1.3649117126625223,775.0,"28.4788° N, 76.9960° E",28.4788,76.996
Independent Builder Floor,Anant Raj Estates,sector 63,2.3,14277.0,1611.0,3,3,2,4.0,0,1,0,1,0,east,Semi-Furnished,New Property,1.3436773209341373,537.0,"28.3971° N, 77.0867° E",28.3971,77.0867
Independent Builder Floor,Luxury Builder floor In South City 2,sector 49,4.25,13117.0,3240.0,5,5,2,4.0,0,1,0,0,0,west,Unfurnished,New Property,0.1275465379242346,648.0,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,conscient elevate,sector 59,4.95,23684.0,2090.0,3,3,3,23.0,0,1,0,0,1,east,Furnished,New Property,1.3649117126625223,696.6666666666666,"28.4051° N, 77.1097° E",28.4051,77.1097
Independent House,Urban Estate Residents Welfare Association,sector 4,3.6,25000.0,1440.0,3,3,3+,2.0,0,0,0,1,0,west,Unfurnished,Old Property,1.3649117126625223,480.0,"28.4738° N, 77.0107° E",28.4738,77.0107
Independent Builder Floor,"Block C Ardee City, Gurgaon",sector 52,1.7,16346.0,1040.0,2,2,2,2.0,0,0,0,0,1,north-east,Unfurnished,Moderately Old,0.1275465379242346,520.0,"28.4379° N, 77.0785° E",28.4379,77.0785
Flat,godrej oasis,sector 88,2.37,11471.0,2066.0,3,3,3+,9.0,0,1,0,0,0,east,Unfurnished,Relatively New,1.3423966902948878,688.6666666666666,"28.4220° N, 76.9571° E",28.422,76.9571
Flat,adani m2k oyster grande,sector 102,6.11,10487.0,5826.0,5,6,3+,23.0,0,1,0,0,1,east,Unfurnished,Relatively New,1.2230537506292922,1165.2,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,bestech park view city,sector 48,4.29,18364.0,2336.0,4,4,3+,3.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1.3649117126625223,584.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent Builder Floor,Private Builder Floor,sector 49,4.0,11428.0,3500.0,4,4,2,4.0,0,1,0,0,0,north-east,Semi-Furnished,New Property,1.198514538834199,875.0,"28.4121° N, 77.0480° E",28.4121,77.048
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,3.2,9876.0,3240.0,4,5,2,4.0,1,0,1,1,0,south-east,Unfurnished,Relatively New,0.4455925218403819,810.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent Builder Floor,M3M Soulitude,sector 89,1.63,10910.0,1494.0,3,3,2,2.0,1,0,0,0,0,north-west,Unfurnished,Relatively New,0.9979924400036037,498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent House,Top terrace Renovated,sector 26,2.85,11728.0,2430.0,3,3,2,3.0,0,1,0,0,0,north,Unfurnished,Old Property,1.2425492606434636,810.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,Smart World Gems,sector 89,1.57,10508.0,1494.0,3,3,2,4.0,1,0,0,0,1,east,Unfurnished,New Property,1.241077710345214,498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,BPTP Green Oaks,sector 70,1.9,13103.0,1450.0,3,3,2,4.0,0,1,1,1,0,north,Semi-Furnished,Relatively New,0.4195168615638147,483.3333333333333,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,3.75,11718.0,3200.0,4,4,2,1.0,1,1,0,1,0,north,Semi-Furnished,New Property,0.3465960199121562,800.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent House,Signature Global Park,sector 33,0.8,9732.0,822.0,2,2,3,4.0,0,0,0,0,0,north-west,Unfurnished,New Property,0.1275465379242346,411.0,"28.4420° N, 77.0207° E",28.442,77.0207
Flat,ireo the corridors,sector 67,3.1,27205.0,1839.0,3,3,3+,11.0,0,0,0,0,0,north-east,Semi-Furnished,Relatively New,1.329549291364257,613.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,"Block F New Palam Vihar Phase 1, Gurgaon",sector 110,2.25,21028.0,1070.0,5,4,3,3.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,214.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Independent House,Central Park Flower Valley,sector 33,1.8,18298.0,1093.0,2,2,3,1.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,546.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,Bptp Visionnaire,sector 70,7.25,27778.0,2610.0,5,6,3+,2.0,1,1,1,1,0,not available,Unfurnished,Relatively New,0.7035177481526577,522.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent House,Ansals Palam Vihar,sector 1,4.0,25690.0,1557.0,4,4,2,2.0,0,0,0,0,0,west,Unfurnished,Old Property,0.8813867260549119,389.25,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,rof ananda,sector 95,0.64,9918.0,645.0,2,2,2,8.0,1,0,0,1,0,north-west,Unfurnished,Relatively New,0.0,322.5,"28.4172° N, 76.9081° E",28.4172,76.9081
Independent Builder Floor,Huda Flats,sector 57,4.21,11078.0,3800.0,4,4,2,2.0,0,1,0,1,0,north,Semi-Furnished,New Property,1.241077710345214,950.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,vatika city,sector 49,3.35,16005.0,2093.0,3,3,3,9.0,1,1,1,1,0,west,Furnished,Relatively New,1.3649117126625223,697.6666666666666,"28.4121° N, 77.0480° E",28.4121,77.048
Independent House,Landmark Avana,sector 95,1.4,10018.0,1395.0,3,2,3+,4.0,0,0,1,0,0,north,Unfurnished,Relatively New,1.3274002576019963,465.0,"28.4172° N, 76.9081° E",28.4172,76.9081
Flat,the close south,sector 50,4.49,18024.0,2491.0,3,4,3,7.0,0,1,0,0,0,east,Semi-Furnished,Old Property,0.8987414130271963,830.3333333333334,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,dlf regency park 1,sector 28,2.35,21266.0,1105.0,2,2,2,10.0,0,0,0,0,0,north-east,Unfurnished,Moderately Old,0.1275465379242346,552.5,"28.4728° N, 77.0865° E",28.4728,77.0865
Independent House,"Urban Estate, Gurgaon",sector 4,7.85,17444.0,4500.0,5,4,3,1.0,1,1,0,1,1,east,Unfurnished,Moderately Old,0.3465960199121562,900.0,"28.4738° N, 77.0107° E",28.4738,77.0107
Independent Builder Floor,"V Block DLF Phase 3, Gurgaon",sector 24,3.55,15106.0,2350.0,4,4,3,1.0,0,1,0,0,0,north-east,Furnished,New Property,0.6622988680119617,587.5,"28.4939° N, 77.1038° E",28.4939,77.1038
Flat,la vida by tata housing,sector 113,2.5,15832.0,1579.0,3,2,2,8.0,0,0,0,1,0,east,Unfurnished,Relatively New,1.241077710345214,526.3333333333334,"28.5287° N, 77.0233° E",28.5287,77.0233
Independent House,"New Palam Vihar Phase 2, Gurgaon",sector 110,3.35,13941.0,2403.0,4,4,3+,3.0,1,1,0,0,0,east,Unfurnished,Moderately Old,0.5799996109259802,600.75,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,hero homes,sector 104,1.62,14695.0,1099.0,2,2,2,6.0,0,0,0,0,0,north-west,Unfurnished,New Property,0.1275465379242346,549.5,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,hero homes,sector 104,2.4,22177.0,1689.0,3,3,3,15.0,0,0,0,1,0,east,Unfurnished,New Property,0.8744462021643212,563.0,"28.4788° N, 76.9960° E",28.4788,76.996
Independent Builder Floor,DLF Luxury Builder Floors,sector 25,4.5,16667.0,2700.0,4,4,3+,1.0,1,1,1,1,0,east,Semi-Furnished,New Property,0.9343530369567014,675.0,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,unitech harmony,sector 50,3.85,15574.0,2472.0,3,3,3,8.0,0,1,0,0,0,east,Semi-Furnished,Moderately Old,1.3649117126625223,824.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent House,"Palam Vihar, Gurgaon",sector 1,4.75,30507.0,1557.0,5,6,3+,1.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,311.4,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,emaar mgf the palm drive,sector 66,4.6,20711.0,2221.0,3,4,3,9.0,1,1,1,1,0,south,Furnished,Relatively New,1.3649117126625223,740.3333333333334,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent House,"Sector 11, Gurgaon",sector 11,4.0,22222.0,1800.0,6,3,2,2.0,0,0,0,0,0,not available,Unfurnished,Old Property,0.0,300.0,"28.4531° N, 77.0202° E",28.4531,77.0202
Flat,dlf the ultima,sector 81,3.63,17351.0,2092.0,3,4,3+,7.0,0,1,0,0,0,east,Furnished,Relatively New,1.3649117126625223,697.3333333333334,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,puri emerald bay,sector 104,3.6,20000.0,2450.0,3,4,3+,25.0,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0.5097117961430746,816.6666666666666,"28.4788° N, 76.9960° E",28.4788,76.996
Independent House,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,10.0,37037.0,2700.0,5,5,2,2.0,1,1,1,1,0,south-west,Unfurnished,Moderately Old,0.2489951790555274,540.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,Unitech Uniworld Resorts,sector 33,12.5,27667.0,4518.0,4,4,3,3.0,1,1,1,1,0,not available,Unfurnished,Relatively New,0.0,1129.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,Oriental Homes,sector 57,2.55,14166.0,1800.0,3,3,2,2.0,0,1,0,1,0,north-west,Semi-Furnished,New Property,0.2454587427462726,600.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent Builder Floor,Uppal Southend,sector 49,3.0,13636.0,2200.0,4,4,2,2.0,0,1,0,1,0,east,Semi-Furnished,New Property,0.7687970900017567,550.0,"28.4121° N, 77.0480° E",28.4121,77.048
Flat,sobha city,sector 108,5.3,21873.0,2423.0,4,4,3+,7.0,1,0,0,1,0,north-west,Furnished,New Property,0.1275465379242346,605.75,"28.5134° N, 76.9830° E",28.5134,76.983
Independent House,"Sector 4, Gurgaon",sector 4,4.25,18889.0,2250.0,4,4,2,2.0,0,0,0,1,0,south,Unfurnished,Old Property,0.0048936668336643,562.5,"28.4738° N, 77.0107° E",28.4738,77.0107
Flat,conscient heritage max,sector 102,2.6,13388.0,1942.0,3,4,3+,10.0,0,0,0,0,0,east,Unfurnished,Moderately Old,0.5171077367014617,647.3333333333334,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,"Sector 23, Gurgaon",sector 23,3.65,11858.0,3078.0,4,4,2,2.0,1,1,0,1,0,south-east,Unfurnished,Relatively New,0.2493628396354255,769.5,"28.5121° N, 77.0478° E",28.5121,77.0478
Independent House,"DLF Phase 2, Gurgaon",sector 25,15.0,41667.0,3600.0,5,6,3+,3.0,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1.3649117126625223,720.0,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,experion the heartsong,sector 108,3.15,11496.0,2740.0,4,5,3+,7.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,685.0,"28.5134° N, 76.9830° E",28.5134,76.983
Independent Builder Floor,220 n block mayfield garden,sector 51,2.75,17187.0,2200.0,3,4,2,2.0,0,1,0,1,0,east,Semi-Furnished,Relatively New,0.3599807943436079,733.3333333333334,"28.4320° N, 77.0686° E",28.432,77.0686
Flat,m3m heights,sector 65,3.4,18599.0,1828.0,3,3,3,18.0,0,0,0,1,0,north-east,Semi-Furnished,New Property,1.3649117126625223,609.3333333333334,"28.4030° N, 77.0690° E",28.403,77.069
Flat,ats tourmaline,sector 109,2.5,11627.0,2150.0,3,4,3+,12.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.7312787667222848,716.6666666666666,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent House,Ansals Palam Vihar,sector 1,4.5,28902.0,1557.0,6,6,3+,2.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.5324024808467334,259.5,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,"Maruti Kunj, Gurgaon",sector 105,1.1,9700.0,1134.0,4,3,1,3.0,0,0,0,1,0,west,Unfurnished,Old Property,0.0,283.5,"28.4952° N, 77.0114° E",28.4952,77.0114
Independent Builder Floor,"Sector 10, Gurgaon",sector 10,2.4,10000.0,2400.0,3,3,3,1.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.7378409154937947,800.0,"28.4537° N, 77.0009° E",28.4537,77.0009
Flat,hero homes,sector 104,2.4,16216.0,1689.0,3,3,3,10.0,0,0,0,1,0,north,Semi-Furnished,New Property,1.0179955168802264,563.0,"28.4788° N, 76.9960° E",28.4788,76.996
Independent Builder Floor,Smart World Gems,sector 89,1.4,11589.0,1208.0,2,2,2,1.0,1,0,1,1,0,north-west,Unfurnished,Relatively New,1.198514538834199,604.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,Block H Dlf phase 1,sector 26,4.55,22956.0,2900.0,4,4,2,1.0,1,1,0,1,0,east,Furnished,New Property,0.3599807943436079,725.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,paras dews,sector 106,1.7,9653.0,1761.0,3,3,3,12.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.7074779648503131,587.0,"28.5007° N, 77.0003° E",28.5007,77.0003
Independent House,"Block A New Palam Vihar Phase 2, Gurgaon",sector 110,3.5,14403.0,2430.0,5,5,3,3.0,0,0,1,0,0,east,Unfurnished,Relatively New,1.005510360703887,486.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,unitech uniworld gardens,sector 47,3.7,15982.0,2315.0,4,4,3+,8.0,0,1,0,0,0,north,Unfurnished,Old Property,0.0,578.75,"28.4276° N, 77.0492° E",28.4276,77.0492
Independent Builder Floor,Smart World Orchard,sector 61,2.45,15360.0,1595.0,3,3,2,2.0,0,0,0,0,1,east,Semi-Furnished,Relatively New,0.3599807943436079,531.6666666666666,"28.4050° N, 77.0963° E",28.405,77.0963
Independent Builder Floor,DLF Garden City Floors,sector 92,2.6,10136.0,2565.0,4,4,2,2.0,0,1,1,0,0,south-east,Unfurnished,New Property,0.8000960567465548,641.25,"28.4079° N, 76.9153° E",28.4079,76.9153
Independent House,The Laburnum,sector 43,13.5,42857.0,4050.0,5,6,3+,3.0,0,1,0,1,0,east,Semi-Furnished,New Property,1.3649117126625223,810.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,ireo the corridors,sector 67,2.46,16610.0,1484.0,2,2,2,9.0,1,0,0,0,0,not available,Unfurnished,Relatively New,0.0,742.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,DLF City Plots,sector 26,22.5,49801.0,4518.0,6,6,2,3.0,0,1,0,0,0,south-east,Unfurnished,Old Property,0.3465960199121562,753.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,bestech park view ananda,sector 81,1.53,17114.0,1360.0,2,2,3,9.0,0,0,0,0,0,south,Unfurnished,Moderately Old,0.0,680.0,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent Builder Floor,"Malibu Town, Gurgaon",sector 47,6.2,14976.0,4140.0,4,5,3+,3.0,0,1,0,1,0,east,Semi-Furnished,New Property,0.3465960199121562,1035.0,"28.4276° N, 77.0492° E",28.4276,77.0492
Flat,emaar mgf the palm drive,sector 66,4.15,21282.0,1950.0,3,3,2,4.0,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,1.0192899713463015,650.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,emaar gurgaon greens,sector 102,1.9,11515.0,1650.0,3,4,3+,12.0,0,1,0,1,0,east,Furnished,Relatively New,1.2660170617119688,550.0,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,wide road,sector 43,5.0,13291.0,3762.0,4,5,2,3.0,0,0,0,1,0,east,Semi-Furnished,New Property,0.7983991997662067,940.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,DLF City Plots,sector 26,16.5,38194.0,4518.0,5,6,3+,4.0,1,1,1,1,0,east,Semi-Furnished,Moderately Old,1.1198013018788495,903.6,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,"Ardee City, Gurgaon",sector 52,3.5,13207.0,2650.0,4,5,2,2.0,0,1,0,1,0,north,Semi-Furnished,New Property,0.3465960199121562,662.5,"28.4379° N, 77.0785° E",28.4379,77.0785
Flat,hero homes,sector 104,1.8,20882.0,1359.0,3,2,2,24.0,0,0,0,1,0,not available,Unfurnished,Relatively New,0.0,453.0,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,dlf the primus,sector 82,3.58,19899.0,1799.0,3,3,3+,10.0,0,1,0,0,0,north-west,Furnished,Relatively New,1.3649117126625223,599.6666666666666,"28.3935° N, 76.9600° E",28.3935,76.96
Flat,godrej meridien,sector 106,2.65,16307.0,1625.0,3,3,3,11.0,0,0,0,0,1,west,Unfurnished,New Property,0.0,541.6666666666666,"28.5007° N, 77.0003° E",28.5007,77.0003
Flat,indiabulls enigma,sector 110,4.7,13823.0,3400.0,4,5,3,8.0,0,1,0,0,0,north,Unfurnished,Moderately Old,0.8039457135515081,850.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,adani m2k oyster grande,sector 102,2.55,13499.0,1889.0,3,3,3,10.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.0,629.6666666666666,"28.4750° N, 76.9715° E",28.475,76.9715
Independent House,"Sector 30, Gurgaon",sector 30,6.6,35948.0,1836.0,9,9,2,3.0,0,0,0,1,0,north-east,Unfurnished,Old Property,0.7429700547868098,204.0,"28.4604° N, 77.0579° E",28.4604,77.0579
Independent House,Ramprastha City,sector 109,4.5,16667.0,2700.0,3,2,2,1.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,900.0,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent House,Unitech Uniworld Resorts,sector 33,12.0,26667.0,4500.0,5,6,3+,3.0,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1.3649117126625223,900.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,Central Park Flower Valley Aqua Front Towers,sector 33,2.5,13974.0,1789.0,3,3,3+,5.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.7322318176918795,596.3333333333334,"28.4420° N, 77.0207° E",28.442,77.0207
