property_name,link,society,price,area
"6 Bedroom House in Ambedkar Nagar, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ambedkar-nagar-gurgaon-1800-sq-ft-spid-M83943126,Sector 9,₹1.78 Cr,"₹9,888 /sqft"
"3 Bedroom House in Block E DLF City Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-e-dlf-city-phase-1-gurgaon-1000-sq-ft-spid-H84031140,"Block E DLF City Phase 1, Gurgaon",₹5 Cr,"₹40,000 /sqft"
"5 Bedroom House in Sohna Road, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-6869-sq-ft-spid-Z84027106,"Sohna Road, Gurgaon",₹7.6 Cr,"₹11,064 /sqft"
"4 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-1800-sq-ft-spid-O84027104,"Krishna Colony, Gurgaon",₹1 Cr,"₹5,556 /sqft"
"2 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-547-sq-ft-spid-Z84026366,"Laxman Vihar Phase 2, Gurgaon",₹65 Lac,"₹11,882 /sqft"
"5 Bedroom House in Block M New Palam Vihar Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-m-new-palam-vihar-phase-1-gurgaon-900-sq-ft-spid-Z84021558,"Block M New Palam Vihar Phase 1, Gurgaon",₹1.45 Cr,"₹16,111 /sqft"
"9 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-800-sq-ft-r2-spid-B74926715,"Laxman Vihar Phase 2, Gurgaon",₹70 Lac,"₹8,750 /sqft"
"5 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-7400-sq-ft-r1-spid-O82083912,"Greenwood City, Gurgaon",₹8.35 Cr,"₹11,283 /sqft"
"4 Bedroom House in Rosewood City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-city-gurgaon-4500-sq-ft-spid-C84015634,"Rosewood City, Gurgaon",₹8.5 Cr,"₹18,888 /sqft"
"3 Bedroom House in Garhi Harsaru, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsaru-gurgaon-630-sq-ft-spid-E84012464,"Garhi Harsaru, Gurgaon",₹48 Lac,"₹7,619 /sqft"
"3 Bedroom House in Sector 14, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-r1-spid-U75501043,"Sector 14, Gurgaon",₹5.25 Cr,"₹23,333 /sqft"
"5 Bedroom House in Block N, New Palam Vihar Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-n-new-palam-vihar-phase-1-gurgaon-3000-sq-ft-spid-K83906216,"Block N, New Palam Vihar Phase 1, Gurgaon",₹1.6 Cr,"₹5,333 /sqft"
"4 Bedroom House in Sector 43, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-3780-sq-ft-spid-K83995716,"Sector 43, Gurgaon",₹3.8 Cr,"₹10,053 /sqft"
"2 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-1700-sq-ft-spid-O83991374,damas north garo hills,₹2.6 Cr,"₹15,294 /sqft"
"4 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-3600-sq-ft-spid-E83990570,"Sector 7, Gurgaon",₹8.25 Cr,"₹22,917 /sqft"
"4 Bedroom House in Farukhnagar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-farukhnagar-gurgaon-190-sq-ft-spid-N83989066,"Farukhnagar, Gurgaon",₹1 Cr,"₹52,631 /sqft"
"4 Bedroom House in DLF Cyber City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-cyber-city-gurgaon-972-sq-ft-spid-A83988228,trimurti villas bhiwadi,₹95 Lac,"₹9,774 /sqft"
"6 Bedroom House in Shanti Kunj, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-shanti-kunj-gurgaon-900-sq-ft-spid-T83987610,"Shanti Kunj, Gurgaon",₹80 Lac,"₹8,889 /sqft"
"10 Bedroom House in Sushant Lok, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-gurgaon-7246-sq-ft-spid-V83987458,"Sushant Lok, Gurgaon",₹25 Cr,"₹34,501 /sqft"
"10 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-aravalli-woods-dlf-phase-3-gurgaon-560-sq-ft-spid-W83987332,Aravalli Woods,₹2.32 Cr,"₹41,428 /sqft"
"4 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-600-sq-ft-r2-spid-Y80851223,"Malibu Town, Gurgaon",₹1.99 Cr,"₹33,166 /sqft"
"11 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-560-sq-ft-spid-O83986122,"DLF Phase 3, Gurgaon",₹3 Cr,"₹53,571 /sqft"
"6 Bedroom House in Housing board colony,Sector 7 Ext, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-sector-7-ext-gurgaon-360-sq-ft-r1-spid-Y81786394,"Housing board colony,Sector 7 Ext, Gurgaon",₹65 Lac,"₹18,056 /sqft"
"4 Bedroom House in Housing board colony,Sector 7 Ext, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-sector-7-ext-gurgaon-360-sq-ft-r1-spid-M81914122,"Housing board colony,Sector 7 Ext, Gurgaon",₹80 Lac,"₹22,222 /sqft"
"4 Bedroom House in Shivaji Nagar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-shivaji-nagar-gurgaon-2000-sq-ft-spid-F83978618,"Shivaji Nagar, Gurgaon",₹1.6 Cr,"₹30,188 /sqft"
"4 Bedroom House in Uppals Southend, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ss-aaron-ville-uppals-southend-gurgaon-2340-sq-ft-spid-A83965456,SS Aaron Ville,₹6 Cr,"₹25,641 /sqft"
"8 Bedroom House in Sarhaul Abadi Village, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sarhaul-abadi-village-gurgaon-810-sq-ft-spid-V83955576,"Sarhaul Abadi Village, Gurgaon",₹65 Lac,"₹8,024 /sqft"
"7 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-6138-sq-ft-spid-W83952694,"DLF Phase 2, Gurgaon",₹29.95 Cr,"₹48,794 /sqft"
"3 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-540-sq-ft-spid-R83950094,"Sector 57, Gurgaon",₹2.25 Cr,"₹41,667 /sqft"
"3 Bedroom House in Palam Vihar Extension, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-gurgaon-900-sq-ft-spid-D83948586,"Palam Vihar Extension, Gurgaon",₹64 Lac,"₹7,111 /sqft"
"5 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-2844-sq-ft-spid-B83947526,"DLF Phase 3, Gurgaon",₹12.5 Cr,"₹43,952 /sqft"
"6 Bedroom House in DLF Phase 4, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-V83945642,"DLF Phase 4, Gurgaon",₹10 Cr,"₹41,152 /sqft"
"6 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-4500-sq-ft-spid-W83942404,"Suncity, Gurgaon",₹21 Cr,"₹46,667 /sqft"
"3 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2322-sq-ft-r1-spid-H80277989,"Sector 7, Gurgaon",₹6.25 Cr,"₹27,777 /sqft"
"11 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-2800-sq-ft-spid-X83941782,"DLF Phase 3, Gurgaon",₹3.25 Cr,"₹11,607 /sqft"
"6 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-3240-sq-ft-spid-P83939488,"Greenwood City, Gurgaon",₹12.75 Cr,"₹39,352 /sqft"
"6 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-2160-sq-ft-spid-E83936488,"Nirvana Country, Gurgaon",₹10.5 Cr,"₹48,611 /sqft"
"4 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-675-sq-ft-spid-C83907730,"Krishna Colony, Gurgaon",₹95 Lac,"₹14,074 /sqft"
"4 Bedroom House in Block Q South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-q-south-city-1-gurgaon-1080-sq-ft-spid-P83934036,"Block Q South City 1, Gurgaon",₹7.2 Cr,"₹66,667 /sqft"
"3 Bedroom House in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-3-extension-gurgaon-540-sq-ft-spid-X83930854,"Sushant Lok 3 Extension, Gurgaon",₹2.5 Cr,"₹46,296 /sqft"
"6 Bedroom House in New Colony, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-495-sq-ft-spid-Z83928358,"New Colony, Gurgaon",₹1.15 Cr,"₹23,232 /sqft"
"3 Bedroom House in Rajendra Park, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-585-sq-ft-spid-W83925620,"Rajendra Park, Gurgaon",₹77 Lac,"₹13,162 /sqft"
"3 Bedroom House in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-63a-gurgaon-1100-sq-ft-spid-B83920352,"Sector 63A, Gurgaon",₹35 Lac,"₹3,181 /sqft"
"2 Bedroom House in Sector 83, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vatika-emilia-floors-sector-83-gurgaon-180-sq-ft-spid-K83918372,Vatika Emilia Floors,₹95 Lac,"₹52,777 /sqft"
"4 Bedroom House in Shivpuri, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-shivpuri-gurgaon-954-sq-ft-spid-B83907822,"Shivpuri, Gurgaon",₹1.6 Cr,"₹16,771 /sqft"
"1 Bedroom House in Sector 81, Gurgaon",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-synera-sector-81-gurgaon-301-sq-ft-r2-spid-M73667517,Signature Global Synera,₹40 Lac,"₹13,289 /sqft"
"4 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-1800-sq-ft-r1-spid-S80422527,"Krishna Colony, Gurgaon",₹1 Cr,"₹5,556 /sqft"
"3 Bedroom House in Block M South City 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-540-sq-ft-spid-S83901534,"Block M South City 1, Gurgaon",₹1.3 Cr,"₹24,074 /sqft"
"5 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-4500-sq-ft-spid-B83901356,"Malibu Town, Gurgaon",₹15 Cr,"₹33,333 /sqft"
"3 Bedroom House in Block M South City 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-540-sq-ft-spid-G83901348,"Block M South City 1, Gurgaon",₹1.35 Cr,"₹25,000 /sqft"
"6 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-3240-sq-ft-spid-D83900672,"Malibu Town, Gurgaon",₹12 Cr,"₹37,037 /sqft"
"3 Bedroom House in Sector 37C, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ild-greens-sector-37c-gurgaon-2785-sq-ft-spid-D83859264,ILD Greens,₹1.98 Cr,"₹7,109 /sqft"
"4 Bedroom House in Trimurti Villas, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-972-sq-ft-spid-D83891028,"Trimurti Villas, Gurgaon",₹94.99 Lac,"₹9,773 /sqft"
"5 Bedroom House in Sohna, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-mv-buildcon-precore-city-sohna-gurgaon-1400-sq-ft-spid-O83834448,MV Buildcon Precore City,₹99 Lac,"₹7,615 /sqft"
"2 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1620-sq-ft-spid-I83888610,Vatika Independent Floors,₹99 Lac,"₹6,111 /sqft"
"2 Bedroom House in Bhondsi, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-shyam-kunj-bhondsi-gurgaon-675-sq-ft-spid-A83885632,Shyam Kunj,₹35 Lac,"₹5,185 /sqft"
"4 Bedroom House in Devilal Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-devilal-colony-gurgaon-99-sq-ft-spid-O83884342,"Devilal Colony, Gurgaon",₹75 Lac,"₹75,757 /sqft"
"3 Bedroom House in Block D Rajendra Park, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-d-rajendra-park-gurgaon-450-sq-ft-spid-Q83883514,"Block D Rajendra Park, Gurgaon",₹68 Lac,"₹15,111 /sqft"
"3 Bedroom House in Block M South City 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-540-sq-ft-spid-Z83875724,"Block M South City 1, Gurgaon",₹1.4 Cr,"₹25,926 /sqft"
"5 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-738-sq-ft-r9-spid-V37566897,"Krishna Colony, Gurgaon",₹1.1 Cr,"₹14,905 /sqft"
"3 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-900-sq-ft-spid-U83849648,"Laxman Vihar Phase 2, Gurgaon",₹1 Cr,"₹11,111 /sqft"
"3 Bedroom House in South City 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-540-sq-ft-r1-spid-L81085857,"South City 1, Gurgaon",₹2.3 Cr,"₹42,593 /sqft"
"1 Bedroom House in Manohar Nagar, Gurgaon",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-manohar-nagar-gurgaon-446-sq-ft-spid-G83844272,"Manohar Nagar, Gurgaon",₹62 Lac,"₹13,901 /sqft"
"5 Bedroom House in Sohna, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-mv-buildcon-precore-city-sohna-gurgaon-1300-sq-ft-spid-Y83838820,MV Buildcon Precore City,₹99 Lac,"₹8,250 /sqft"
"3 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-villas-sector-49-gurgaon-2050-sq-ft-spid-S83819544,Eros Rosewood Villas,₹5.25 Cr,"₹30,701 /sqft"
"2 Bedroom House in Jhajjar Road, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-jhajjar-road-gurgaon-1605-sq-ft-spid-S83818236,"Jhajjar Road, Gurgaon",₹90 Lac,"₹5,607 /sqft"
"11 Bedroom House in Rajendra Park, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-1340-sq-ft-spid-B83815196,"Rajendra Park, Gurgaon",₹2.1 Cr,"₹15,671 /sqft"
"6 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-T83812938,"DLF Phase 2, Gurgaon",₹14.25 Cr,"₹39,583 /sqft"
"3 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-1836-sq-ft-r1-spid-B81098539,"Sector 45, Gurgaon",₹2.18 Cr,"₹11,874 /sqft"
"5 Bedroom House in Greenwood City, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-spid-W83812688,"Greenwood City, Gurgaon",₹14.65 Cr,"₹32,556 /sqft"
"11 Bedroom House in U Block DLF Phase 3, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-u-block-dlf-phase-3-gurgaon-540-sq-ft-r1-spid-O82172348,"U Block DLF Phase 3, Gurgaon",₹3.75 Cr,"₹69,444 /sqft"
"4 Bedroom House in Sector 71, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-country-2-sector-71-gurgaon-3240-sq-ft-spid-S83797586,Unitech Nirvana Country 2,₹6.85 Cr,"₹21,142 /sqft"
"11 Bedroom House in V Block DLF Phase 3, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-v-block-dlf-phase-3-gurgaon-560-sq-ft-spid-P83794264,"V Block DLF Phase 3, Gurgaon",₹3.25 Cr,"₹58,035 /sqft"
"4 Bedroom House in Sector 71, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-alder-grove-sector-71-gurgaon-19800-sq-ft-spid-U83788730,Unitech Alder Grove,₹4.09 Cr,"₹23,669 /sqft"
"3 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-680-sq-ft-spid-B83775906,"Laxman Vihar Phase 2, Gurgaon",₹75 Lac,"₹5,514 /sqft"
"3 Bedroom House in Laxman Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-680-sq-ft-spid-Q83776314,"Laxman Vihar, Gurgaon",₹74.5 Lac,"₹10,955 /sqft"
"7 Bedroom House in Sector 9, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-2880-sq-ft-spid-N83777958,"Sector 9, Gurgaon",₹1.45 Cr,"₹20,138 /sqft"
"4 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-cyber-city-dlf-phase-3-gurgaon-972-sq-ft-spid-Z83775240,Cyber City,₹95 Lac,"₹9,774 /sqft"
"3 Bedroom House in Manohar Nagar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-manohar-nagar-gurgaon-500-sq-ft-spid-V83762122,"Manohar Nagar, Gurgaon",₹50 Lac,"₹9,999 /sqft"
"4 Bedroom House in Sector 33, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-M83760754,Unitech Uniworld Resorts,₹18 Cr,"₹39,841 /sqft"
"2 Bedroom House in Ashok Vihar, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-gurgaon-1600-sq-ft-r1-spid-H80285513,"Ashok Vihar, Gurgaon",₹98 Lac,"₹6,125 /sqft"
"7 Bedroom House in Block-A, DLF City Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-block-a-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-Y83753728,"Block-A, DLF City Phase 1, Gurgaon",₹37 Cr,"₹82,222 /sqft"
"4 Bedroom House in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-2160-sq-ft-spid-A83751982,"South City 1, Gurgaon",₹8 Cr,"₹30,093 /sqft"
"5 Bedroom House in Farukhnagar, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-farukhnagar-gurgaon-1800-sq-ft-spid-D83741846,"Farukhnagar, Gurgaon",₹1.2 Cr,"₹6,667 /sqft"
"3 Bedroom House in Surat Nagar Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-om-block-surat-nagar-phase-1-gurgaon-459-sq-ft-spid-C83286610,Om Block,₹65 Lac,"₹14,161 /sqft"
"2 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-594-sq-ft-spid-I83737868,Ansals Palam Vihar,₹1.64 Cr,"₹27,609 /sqft"
"3 Bedroom House in Sector 10, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-gurgaon-612-sq-ft-spid-X83736920,"Sector 10, Gurgaon",₹1.8 Cr,"₹29,412 /sqft"
"5 Bedroom House in Sector 31, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1449-sq-ft-spid-T83736206,"Sector 31, Gurgaon",₹5.25 Cr,"₹36,232 /sqft"
"8 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-4170-sq-ft-spid-K82899506,Jyoti Park,₹4.1 Cr,"₹9,832 /sqft"
"5 Bedroom House in Sector 110, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-110-gurgaon-3400-sq-ft-spid-S83731750,"Sector 110, Gurgaon",₹3.5 Cr,"₹10,294 /sqft"
"4 Bedroom House in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-3240-sq-ft-spid-O83730270,"South City 1, Gurgaon",₹13 Cr,"₹40,123 /sqft"
"8 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4536-sq-ft-spid-F83727950,"DLF Phase 3, Gurgaon",₹22 Cr,"₹46,296 /sqft"
"4 Bedroom House in Jharsa, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-jharsa-gurgaon-972-sq-ft-spid-I83720964,"Jharsa, Gurgaon",₹1.1 Cr,"₹11,316 /sqft"
"3 Bedroom House in Manesar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-manesar-gurgaon-900-sq-ft-spid-I83718152,Nainwal,₹55 Lac,"₹6,111 /sqft"
"4 Bedroom House in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-1440-sq-ft-r1-spid-D64142686,"Sector 23, Gurgaon",₹4.25 Cr,"₹29,513 /sqft"
"3 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-594-sq-ft-spid-B83708214,Ansals Palam Vihar,₹1.75 Cr,"₹29,461 /sqft"
