property_name,society,price,area,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",₹3.4 Cr,"₹10,493 /sqft","3,240 sqft (301 sqm) Carpet Area",I83535198,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-spid-I83535198,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Servant Room",1st   of 4 Floors,South,1 to 5 Year Old,"['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '45 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Indian bank', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dr. Ashok Jain', 'Hdfc bank', 'Basai dhankot railway station', 'Esic Hospital Gurugram', 'St. Michaels Sr. Sec. School', 'Dr. Hitesh Dawar', 'Shri Balaji Hospital and Trauma Center', 'Dev Man Kathuria Clinic', 'Kamla Hospital Gurgaon', 'Dr. Madan Clinic', 'Pizza Hut', 'Shri Multispeciality Hospital', 'Kotak bank', 'Taneja Hospital', 'Navjeevan Hospital and Maternity Centre', 'Boxer Fuel Point', 'Yadav Hospital Gurgoan', 'Prateek Nursing Home And Polyclinic', 'Pearl Dental Clinic', 'Ankur Clinic and Maternity Home', 'State bank ATM', 'Shiv Mahima Patient Care Bureau']"
"4 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon","Block C2 Sector 3, Gurgaon",₹1.74 Cr,"₹10,557 /sqft","1,650 sqft (153 sqm) Built-up Area",A83987790,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1650-sq-ft-spid-A83987790,4 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,,0 to 1 Year Old,"['4 Wardrobe', '6 Fan', '2 Geyser', '30 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']","['Kr Dental Hub', 'Chirag Hospital Pvt. Ltd', 'Indian bank', 'Dr. Babita Sharma', 'Dr. Sindhu Clinic', 'Hdfc bank', 'Dr. Agya Ram Sharma Clinic', 'Dr. Tomar Clinic', 'Big Cinemas', 'Dr. Hitesh Dawar', 'Pind Baluchi', ""Domino's Pizza"", 'Gurgaon railway station', 'Kishor Clinic', 'Sarvodya Hospital', 'Sheetla Clinic', 'Axis bank', 'Kotak bank', 'Cafe Coffee Day', 'Pizza Hut', ""McDonald's"", 'Sheetla Mata Mandir', 'Palam triangle', 'Bhardwaj Hospital', 'Apna Enclave', 'R K Hospital Gurgaon', 'Children Hospital', 'Moti Mahal', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Chintapurni Mandir', 'Lieutenant Atul Kataria School', 'Nidhi Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Jiya Clinic', 'Palam vihar railway station', 'Palam Vihar Vyapar kendra', 'Sneh Hospital Gurgaon', 'GH Gurgaon', 'Prateek Nursing Home And Polyclinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Ram Mandir', 'State bank ATM', 'Gurgaon Eye Centre', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Dr. Mittal Clinic']"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon","Malibu Town, Gurgaon",₹6.3 Cr,"₹13,944 /sqft","4,518 sqft (420 sqm) Carpet Area",W85720404,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-4518-sq-ft-spid-W85720404,4 Bedrooms,4 Bathrooms,3 Balconies,"Pooja Room,Store Room,Study Room,Servant Room",2nd   of 4 Floors,,0 to 1 Year Old,"['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '5 Geyser', '1 Microwave', '12 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Bones Clinic - Orthopaedics', 'Amity Global School', 'Icici bank ATM', 'Samvit Health Care', 'Gardian Pharmacy', 'Hdfc bank', 'McKinsey & Company Gurugram Knowledge Center', 'KFC', 'Vatsalya Clinic', 'Meher Clinic', 'Park Hospital Gurgaon', 'Starbucks', 'Manav Rachna School', 'Delhi Public School Primary Section', 'Genius', ""Domino's Pizza"", 'Gurugram University', 'Manav Rachna Swimming Pool', 'India', 'SRS Cinemas', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'India Oil', 'Medanta', 'Apollo Pharmacy', 'Haldiram', 'Divine Look Clinic Centre', 'Icici bank', 'Kendriya Vidyalaya No.2 Sohna Road', 'Madison and Pike', 'Sukhmani Hospital Pvt. Ltd', 'Best Urologist Atcomplete Family Clinic', 'Standard chartered ATM', 'Kamla International', 'Carmesi Corporate', 'Raheja Mall', 'Stryker Global Tech Center', 'SPAZE BUSINESS PARK', 'Neelkanth Health Care', 'Wellness Eye Centre', 'Vishesh Dental', ""Nirula's"", 'Nook', 'Wembley estate club', 'Dr. Naresh Pandita', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC""]"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",sector 47,₹2.9 Cr,"₹13,425 /sqft","2,160 sqft (201 sqm) Super Built-up Area",Q85873008,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2160-sq-ft-spid-Q85873008,3 Bedrooms,3 Bathrooms,2 Balconies,Others,2nd   of 4 Floors,,0 to 1 Year Old,"['3 Wardrobe', '11 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '32 Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking', 'Waste Disposal']","['Bones Clinic - Orthopaedics', 'Amity Global School', 'Icici bank ATM', 'Samvit Health Care', 'Gardian Pharmacy', 'Hdfc bank', 'McKinsey & Company Gurugram Knowledge Center', 'KFC', 'Vatsalya Clinic', 'Meher Clinic', 'Park Hospital Gurgaon', 'Starbucks', 'Manav Rachna School', 'Delhi Public School Primary Section', 'Genius', ""Domino's Pizza"", 'Gurugram University', 'Manav Rachna Swimming Pool', 'India', 'SRS Cinemas', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'India Oil', 'Medanta', 'Apollo Pharmacy', 'Haldiram', 'Divine Look Clinic Centre', 'Icici bank', 'Madison and Pike', 'Sukhmani Hospital Pvt. Ltd', 'Best Urologist Atcomplete Family Clinic', 'Standard chartered ATM', 'Kamla International', 'Carmesi Corporate', 'Raheja Mall', 'Stryker Global Tech Center', 'SPAZE BUSINESS PARK', 'Neelkanth Health Care', 'Wellness Eye Centre', 'Vishesh Dental', ""Nirula's"", 'Nook', 'Wembley estate club', 'Dr. Naresh Pandita', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC""]"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",A BLOCK,₹3.5 Cr,"₹22,580 /sqft","1,550 sqft (144 sqm) Carpet Area",T84222814,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1550-sq-ft-spid-T84222814,3 Bedrooms,3 Bathrooms,2 Balconies,"Servant Room,Store Room",4th   of 4 Floors,West,1 to 5 Year Old,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '12 Light', '1 Modular Kitchen', '4 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting']","['Gola Sizzles', 'Bikanervala', 'Dr. Kutbuddin Akbary', 'Icici bank ATM', 'Fat', 'The Oriental Bloom Chinese and Thai', 'PVR Metropolitan', 'Starbucks', 'MoB Ministory of Beer', 'Belgian Waffle', 'Bahrisons library', 'Punjab national bank ATM', 'DT Cinemas', 'Park Baluchi', 'Beer & Whisky Bar', 'Abn amro bank', 'Axis bank', 'Pizza Hut', 'Barbecue Grill', 'NutrioBox Gurugram', 'Roots', 'Gurgaon Central Mall', ""McDonald's"", 'Max Hospital', 'Mg road metro station', 'Pan Bangkok', 'Kotak mahindra bank ATM', 'CCD', 'Community Center Sukhrali', 'Sidhesh Hospital Gurgaon', 'Nowhere Brewpub and cafe', 'Umkal Hospital', 'Swagath', 'Zura', 'Privat Hospital', 'Standard chartered ATM', 'distillery', 'Indusind bank', 'Iffco chowk metro station', 'MGF Metropolitan', 'Drunken Monkey', 'Naveidyam', 'Black Mambaa', 'Blue Tokai Coffee Roasters', 'Gravity Space Bar', 'Sitaram Bhartia', 'PVR Cinames', 'Dighent cafe', 'KFC']"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",₹5.25 Cr,"₹13,125 /sqft","4,000 sqft (372 sqm) Carpet Area",X83510988,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-X83510988,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Servant Room,Study Room,Others",4th   of 4 Floors,East,1 to 5 Year Old,"['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['CEVA Logistics India', 'Vodafone belvedere towers metro station', '98.4', 'Uma Sanjeevani Health Centre And Hospital', 'Kotak mahindra bank', 'Hdfc bank', 'Dlf phase 2 metro station', 'Relief Physiotherapy Clinic', 'PVR Metropolitan', 'Arya Samaj Mandir', 'Sikandarpur metro station', 'Krishna Family Clinic', 'Mukesh Dhaba', 'Central bank atm teste 001112', 'Sikanderpur metro station', 'Lord Krishna Hospital', 'Standard chartered bank', 'DT Cinemas', 'Emaar Business Park', 'Abn amro bank', 'Axis bank', 'NutrioBox Gurugram', 'Kailash Nursing Home Gurgaon', 'Taikisha Engineering PVT', 'Religare Wellness', 'Mg road metro station', 'Microsoft', 'Hanuman Mandir', 'Pan Bangkok', 'Durga Poly Clinic', 'Shri Shiv Shakthi Mandir', 'Sikandarpur rmrg metro station', 'KPMG', 'Axis bank ATM', 'Central bank ATM', 'Surgi Center Clinic', 'Lord krishna bank', 'Guardian', 'Cosmodentz Dental Clinic', 'Jain Bhawan', 'DLF Cyber City Phase II', 'Hsbc bank', 'Indusind bank', 'American Montessori', 'MGF Metropolitan', 'Boston Consulting Group', 'PVR Cinames', 'RBS Dental Clinic']"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",TOP FLOOR TERRACE GARDEN,₹4.21 Cr,"₹10,525 /sqft","4,000 sqft (372 sqm) Carpet Area",M86094830,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-M86094830,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room,Others",4th   of 4 Floors,East,0 to 1 Year Old,"['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '18 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '9 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Balaji Vegetarian Paradise', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fat', 'Guardian Pharmacy', 'Gardian Pharmacy', 'Hdfc bank', 'School of Inspired Leadership SOIL', 'Mantis Eye LLP', 'Huda city centre metro station', 'Starbucks', 'MoB Ministory of Beer', 'Centre For Sight Gurgaon Sector 29', 'Belgian Waffle', 'Bahrisons library', 'Dawnbit', 'Stones2milestones', 'Axis bank', 'Bharat petroleum', 'City Medical', 'Pizza Hut', 'Roots', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'The Chicken Boat', 'Kotak mahindra bank ATM', 'CCD', 'Icici bank', 'Nowhere Brewpub and cafe', 'Axis bank ATM', 'Rbs ATM', 'Umkal Hospital', 'Gupta', 'Chikitsa', 'PWO house', 'Hdfc bank ATM', 'Standard chartered ATM', 'Iffco chowk metro station', 'Icici ATM', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Citi bank ATM', 'Sitaram Bhartia', 'Dighent cafe', 'Hdfc ATM']"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",CORNER GREEN BELT,₹4.5 Cr,"₹15,000 /sqft","3,000 sqft (279 sqm) Carpet Area",B86094724,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3000-sq-ft-spid-B86094724,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room,Others",2nd   of 4 Floors,East,0 to 1 Year Old,"['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '18 Light', '1 Chimney', '1 Modular Kitchen', '7 AC', '9 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['98.4', 'Dr. Kutbuddin Akbary', 'Icici bank ATM', 'Fat', 'Kotak mahindra bank', 'Hdfc bank', 'PVR Metropolitan', 'Arya Samaj Mandir', 'Starbucks', 'Belgian Waffle', 'Bahrisons library', 'Lord Krishna Hospital', 'Punjab national bank ATM', 'DT Cinemas', 'Abn amro bank', 'Axis bank', 'Barbecue Grill', 'Pizza Hut', 'NutrioBox Gurugram', 'Roots', 'Religare Wellness', 'Gurgaon Central Mall', 'Max Hospital', 'The Chicken Boat', 'Mg road metro station', 'Pan Bangkok', 'Kotak mahindra bank ATM', 'CCD', 'Sidhesh Hospital Gurgaon', 'Nowhere Brewpub and cafe', 'Axis bank ATM', 'Umkal Hospital', 'Lord krishna bank', 'Privat Hospital', 'Guardian', 'Standard chartered ATM', 'Jain Bhawan', 'Hsbc bank', 'Indusind bank', 'Iffco chowk metro station', 'MGF Metropolitan', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Sitaram Bhartia', 'PVR Cinames', 'Dighent cafe']"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",₹5.75 Cr,"₹14,375 /sqft","4,000 sqft (372 sqm) Carpet Area",C86094962,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-C86094962,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room,Others",4th   of 4 Floors,East,0 to 1 Year Old,"['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '18 Light', '1 Chimney', '1 Modular Kitchen', '7 AC', '9 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Balaji Vegetarian Paradise', 'Dr. Kutbuddin Akbary', 'Icici bank ATM', 'Guardian Pharmacy', 'Fat', 'Kotak mahindra bank', 'Hdfc bank', 'PVR Metropolitan', 'Starbucks', 'Belgian Waffle', 'Bahrisons library', 'Lord Krishna Hospital', 'Punjab national bank ATM', 'DT Cinemas', 'Abn amro bank', 'Axis bank', 'Barbecue Grill', 'Pizza Hut', 'NutrioBox Gurugram', 'Roots', 'Gurgaon Central Mall', 'Max Hospital', 'The Chicken Boat', 'Mg road metro station', 'Pan Bangkok', 'Kotak mahindra bank ATM', 'CCD', 'Sidhesh Hospital Gurgaon', 'Icici bank', 'Nowhere Brewpub and cafe', 'Rbs ATM', 'Axis bank ATM', 'Umkal Hospital', 'Lord krishna bank', 'Chikitsa', 'Privat Hospital', 'Standard chartered ATM', 'Hsbc bank', 'Indusind bank', 'Iffco chowk metro station', 'MGF Metropolitan', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Sitaram Bhartia', 'PVR Cinames', 'Dighent cafe']"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",₹4.75 Cr,"₹14,660 /sqft","3,240 sqft (301 sqm) Carpet Area",T85792284,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-T85792284,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room,Others",3rd   of 4 Floors,North,0 to 1 Year Old,"['1 Water Purifier', '1 Fridge', '12 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '21 Light', '1 Modular Kitchen', '6 AC', '1 Curtains', '1 Chimney', '18 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Balaji Vegetarian Paradise', 'Marwah Clinic', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fat', 'Guardian Pharmacy', 'Hdfc bank', 'Mantis Eye LLP', 'The Dental Lounge', 'Huda city centre metro station', 'Starbucks', 'Belgian Waffle', 'Bahrisons library', 'Lord Krishna Hospital', 'DT Cinemas', 'Stones2milestones', 'Dlf phase 1 metro station', 'Barbecue Grill', 'Axis bank', 'Paras Hospital Gurgaon', 'Pizza Hut', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'The Chicken Boat', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'CCD', 'The shopping mall', 'Food Court', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Icici bank', 'Nowhere Brewpub and cafe', 'Rbs ATM', 'Umkal Hospital', 'Gupta', 'Sector 42-43 metro station', 'Chikitsa', 'PWO house', 'Standard chartered ATM', 'Iffco chowk metro station', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Sitaram Bhartia', 'Dighent cafe', 'PK Online', 'Hdfc ATM', 'New Life Church']"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",₹11 Cr,"₹24,444 /sqft","4,500 sqft (418 sqm) Carpet Area",K85793746,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-4500-sq-ft-spid-K85793746,4 Bedrooms,6 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Others,Servant Room",1st   of 4 Floors,North-East,0 to 1 Year Old,"['1 Water Purifier', '17 Fan', '1 Exhaust Fan', '7 Geyser', '1 Stove', '19 Light', '10 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '22 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Balaji Vegetarian Paradise', 'Marwah Clinic', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fat', 'Guardian Pharmacy', 'Hdfc bank', 'Mantis Eye LLP', 'The Dental Lounge', 'Huda city centre metro station', 'Starbucks', 'Belgian Waffle', 'Bahrisons library', 'Lord Krishna Hospital', 'DT Cinemas', 'Stones2milestones', 'Dlf phase 1 metro station', 'Barbecue Grill', 'Axis bank', 'Paras Hospital Gurgaon', 'Pizza Hut', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'The Chicken Boat', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'CCD', 'The shopping mall', 'Food Court', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Icici bank', 'Nowhere Brewpub and cafe', 'Rbs ATM', 'Umkal Hospital', 'Gupta', 'Sector 42-43 metro station', 'Chikitsa', 'PWO house', 'Standard chartered ATM', 'Iffco chowk metro station', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Sitaram Bhartia', 'Dighent cafe', 'PK Online', 'Hdfc ATM', 'New Life Church']"
"3 BHK Independent Builder Floor in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",₹3.4 Cr,"₹13,991 /sqft","2,430 sqft (226 sqm) Carpet Area",M85791672,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-M85791672,3 Bedrooms,4 Bathrooms,3 Balconies,"Pooja Room,Study Room,Servant Room,Others",1st   of 4 Floors,North-East,0 to 1 Year Old,"['1 Water Purifier', '12 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '23 Light', '1 Modular Kitchen', '1 Chimney', '6 AC', '1 Curtains', '14 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']","['Balaji Vegetarian Paradise', 'Marwah Clinic', 'Dr. Kutbuddin Akbary', 'Icici bank ATM', 'Guardian Pharmacy', 'Fat', 'Hdfc bank', 'Mantis Eye LLP', 'The Dental Lounge', 'Starbucks', 'Belgian Waffle', 'Bahrisons library', 'Lord Krishna Hospital', 'Dlf phase 1 metro station', 'Abn amro bank', 'Axis bank', 'Barbecue Grill', 'Pizza Hut', 'Max Hospital', 'The Chicken Boat', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'CCD', 'The shopping mall', 'Food Court', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Icici bank', 'Nowhere Brewpub and cafe', 'Rbs ATM', 'Axis bank ATM', 'Umkal Hospital', 'Lord krishna bank', 'Sector 42-43 metro station', 'Chikitsa', 'PWO house', 'Standard chartered ATM', 'Indusind bank', 'Drunken Monkey', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Ncr library', 'Sitaram Bhartia', 'PVR Cinames', 'Dighent cafe', 'PK Online', 'New Life Church']"
"4 BHK Independent Builder Floor in South City 1, Gurgaon","South City 1, Gurgaon",₹3.99 Cr,"₹18,136 /sqft","2,200 sqft (204 sqm) Super Built-up Area",B85360358,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-2200-sq-ft-spid-B85360358,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room",1st   of 4 Floors,North-East,0 to 1 Year Old,"['1 Water Purifier', '8 Fan', '1 Exhaust Fan', '7 Geyser', '1 Stove', '20 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', '8 AC', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","['Dr. Naval Mendiratta', 'Icici bank ATM', 'St. Angels Jr', 'Gardian Pharmacy', 'Spaghetti Kitchen & Bar', 'Hdfc bank', 'Shivam Hospital Gurgaon', 'School of Inspired Leadership SOIL', 'St. Angels Sr', 'Manav Rachna School', 'Huda city centre metro station', 'Bar and restaurant', 'Centre For Sight Gurgaon Sector 29', 'Om Sweets', 'Fast Food', 'Ahmed Hospital Multi Speciality', ""Domino's Pizza"", 'Pernod Ricard Charitable Dispensary', 'Dawnbit', 'Manav Rachna Swimming Pool', 'Beer & Whisky Bar', 'CR Model Public School', 'Cafe Coffee Day', 'Pizza Hut', 'Dayal Eye & Maternity Centre', 'City Medical', 'Dhabba', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', ""McDonald's"", 'IBP Petrol Pump', 'Darbar', 'Tocpao', '32nd Milestone', 'Axis bank ATM', 'State bank of india ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Salvan Public School', 'Icici ATM', 'Dispencery', ""Hops 'N' Brew"", 'Citi bank ATM', 'Fast food', 'Hdfc ATM', 'Raj Restaurant']"
