property_name,link,society,price,area,areawithtype
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-O85021804,Brand New Builder Floor,₹3.85 Cr,"₹14,259 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 102, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-bptp-amstoria-sector-102-gurgaon-2000-sq-ft-spid-V85303340,BPTP Amstoria,₹3.4 Cr,"₹17,000 /sqft","2,000 sqft (186 sqm) Carpet Area"
"4 BHK Independent Builder Floor in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-2650-sq-ft-spid-O83672012,"A Block Sushant Lok Phase 1, Gurgaon",₹3.66 Cr,"₹13,811 /sqft","2,650 sqft (246 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-K85623978,"DLF Phase 2, Gurgaon",₹5.25 Cr,"₹19,444 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4000-sq-ft-spid-E85624224,PARK FACING FLOOR,₹5 Cr,"₹12,500 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3000-sq-ft-spid-X85623908,AKASHNEEM MARG,₹4.1 Cr,"₹13,666 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-spid-T85624334,"DLF Phase 2, Gurgaon",₹5.25 Cr,"₹14,583 /sqft","3,600 sqft (334 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2844-sq-ft-spid-L84976228,Super Luxury Fabulous Construction,₹4.4 Cr,"₹15,471 /sqft","2,844 sqft (264 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3618-sq-ft-spid-G84976592,Super Luxury Two Side Open,₹5.9 Cr,"₹16,307 /sqft","3,618 sqft (336 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2430-sq-ft-spid-C85054336,Ansal API Versalia,₹3.8 Cr,"₹15,637 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3000-sq-ft-spid-H85623996,VASTU COMPLAINT,₹4.35 Cr,"₹14,500 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3000-sq-ft-spid-O84762244,"DLF Phase 2, Gurgaon",₹4.71 Cr,"₹15,700 /sqft","3,000 sqft (279 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2730-sq-ft-spid-I85623832,"DLF Phase 2, Gurgaon",₹4.5 Cr,"₹16,483 /sqft","2,730 sqft (254 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4560-sq-ft-spid-Z85625406,ARJUN MARG DLF 1,₹6 Cr,"₹13,157 /sqft","4,560 sqft (424 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3300-sq-ft-spid-N84761760,"DLF Phase 2, Gurgaon",₹5.5 Cr,"₹16,666 /sqft","3,300 sqft (307 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in B Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-M85204810,Super Luxury Fabulous Construction,₹4 Cr,"₹14,815 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2000-sq-ft-spid-V85623682,BEST PRICE DEAL,₹3 Cr,"₹14,999 /sqft","2,000 sqft (186 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2000-sq-ft-spid-I85623590,PARK FACING FLOOR,₹3.4 Cr,"₹17,000 /sqft","2,000 sqft (186 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-B85623282,"DLF Phase 2, Gurgaon",₹3.1 Cr,"₹16,020 /sqft","1,935 sqft (180 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-T85131642,"Sushant Lok Phase 1, Gurgaon",₹3.95 Cr,"₹14,629 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-3200-sq-ft-spid-Q84775502,"DLF Phase 4, Gurgaon",₹5 Cr,"₹15,625 /sqft","3,200 sqft (297 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4000-sq-ft-spid-K85624160,TOP FLOOR 5BHK,₹6 Cr,"₹15,000 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-G84260396,Dlf Phase 4 Brand New Builder Floor,₹5.25 Cr,"₹19,444 /sqft","3,240 sqft (301 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4560-sq-ft-spid-H85625448,DUPLEX GROUND FLOOR,₹6.5 Cr,"₹14,254 /sqft","4,560 sqft (424 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-W85667932,"DLF Phase 1, Gurgaon",₹4 Cr,"₹14,814 /sqft","2,700 sqft (251 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2000-sq-ft-spid-N84762626,"DLF Phase 2, Gurgaon",₹3.18 Cr,"₹15,900 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-H85668250,"DLF Phase 1, Gurgaon",₹4.15 Cr,"₹15,370 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-F85669294,"DLF Phase 1, Gurgaon",₹5.5 Cr,"₹12,222 /sqft","4,500 sqft (418 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-E85667014,"DLF Phase 1, Gurgaon",₹8 Cr,"₹17,777 /sqft","4,500 sqft (418 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-X84414542,Brand New Builder Floor,₹4.4 Cr,"₹16,296 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-V84678068,Brand New Builder Floor,₹4.1 Cr,"₹16,872 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3000-sq-ft-spid-B85625616,PARK FACING FLOOR,₹4.25 Cr,"₹14,166 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3000-sq-ft-spid-R85623770,TOP FLOOR TERRACE GARDEN,₹5.5 Cr,"₹18,333 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3000-sq-ft-spid-T84764814,"DLF Phase 1, Gurgaon",₹4.33 Cr,"₹14,433 /sqft","3,000 sqft (279 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-2700-sq-ft-spid-R84779112,"DLF Phase 4, Gurgaon",₹3.95 Cr,"₹14,629 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4560-sq-ft-spid-T85625344,DUPLEX PENTHOUSE 5BHK,₹8.5 Cr,"₹18,640 /sqft","4,560 sqft (424 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3000-sq-ft-spid-O85625576,TOP FLOOR TERRACE GARDEN,₹5 Cr,"₹16,666 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-S85669016,"DLF Phase 1, Gurgaon",₹5.25 Cr,"₹11,666 /sqft","4,500 sqft (418 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-B85177054,"Sushant Lok Phase 1, Gurgaon",₹4.5 Cr,"₹16,666 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2430-sq-ft-spid-W84672324,Ansals Palam Vihar,₹2.54 Cr,"₹10,452 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-O85086076,300SQYD FLOOR CHEAPEST DEAL,₹3.91 Cr,"₹16,291 /sqft","2,400 sqft (223 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4518-sq-ft-spid-Z85176526,"Sushant Lok Phase 1, Gurgaon",₹6.1 Cr,"₹13,501 /sqft","4,518 sqft (420 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4560-sq-ft-spid-T83919560,TOP FLOOR DUPLEX PENTHOUSE 5BHK,₹11.01 Cr,"₹24,144 /sqft","4,560 sqft (424 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2800-sq-ft-spid-N84944528,"DLF Phase 1, Gurgaon",₹3.99 Cr,"₹14,250 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Cyber City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-cyber-city-gurgaon-3600-sq-ft-spid-N83758682,"DLF Cyber City, Gurgaon",₹4.75 Cr,"₹13,194 /sqft","3,600 sqft (334 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3618-sq-ft-spid-X84548274,TOP FLOOR TERRACE,₹7.15 Cr,"₹19,762 /sqft","3,618 sqft (336 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-3-gurgaon-2160-sq-ft-spid-D84628610,"Sushant Lok Phase 3, Gurgaon",₹3.2 Cr,"₹14,815 /sqft","2,160 sqft (201 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-S85205232,Super Luxury Brand New,₹3 Cr,"₹15,504 /sqft","1,935 sqft (180 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-3078-sq-ft-spid-N84676214,All Punjabi Welfare Association,₹3.45 Cr,"₹11,208 /sqft","3,078 sqft (286 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-2430-sq-ft-spid-F84708584,All Punjabi Welfare Association,₹2.95 Cr,"₹12,139 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2430-sq-ft-spid-F84672992,Ansals Palam Vihar,₹2.95 Cr,"₹12,139 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2000-sq-ft-spid-Z86092654,TOP FLOOR TERRACE GARDEN,₹3.3 Cr,"₹16,500 /sqft","2,000 sqft (186 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3618-sq-ft-spid-W84548650,BRAND NEW BUILDER FLOOR,₹5.7 Cr,"₹16,239 /sqft","3,618 sqft (336 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-spid-A85668412,"DLF Phase 1, Gurgaon",₹3.3 Cr,"₹18,333 /sqft","1,800 sqft (167 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-1836-sq-ft-spid-P84670300,All Punjabi Welfare Association,₹2.5 Cr,"₹13,616 /sqft","1,836 sqft (171 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-3078-sq-ft-spid-B84675616,All Punjabi Welfare Association,₹3 Cr,"₹9,746 /sqft","3,078 sqft (286 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-plaza-sector-23-gurgaon-2100-sq-ft-spid-G84315656,Ansal Plaza,₹3.65 Cr,"₹17,380 /sqft","2,100 sqft (195 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-D84413828,Brand New Builder Floor,₹4.5 Cr,"₹11,961 /sqft","3,762 sqft (350 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-X85023932,Brand new ultra luxury builder floor,₹3.89 Cr,"₹14,407 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3240-sq-ft-spid-C85870604,Ansals Palam Vihar,₹3.25 Cr,"₹10,031 /sqft","3,240 sqft (301 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-dlf-city-floors-dlf-phase-1-gurgaon-2100-sq-ft-spid-C84335054,Luxury DLF City Floors,₹4.35 Cr,"₹20,714 /sqft","2,100 sqft (195 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2430-sq-ft-spid-B84709452,Ansals Palam Vihar,₹2.6 Cr,"₹10,699 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2800-sq-ft-spid-Y84803686,"Sushant Lok Phase 1, Gurgaon",₹3.85 Cr,"₹13,750 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2800-sq-ft-spid-D84779546,"Sushant Lok Phase 1, Gurgaon",₹3.5 Cr,"₹12,500 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-4518-sq-ft-spid-F83893528,PARK FACING LUXURY BUILDER FLOOR,₹6.5 Cr,"₹14,386 /sqft","4,518 sqft (420 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3300-sq-ft-spid-O84157964,"DLF Phase 1, Gurgaon",₹6.1 Cr,"₹18,484 /sqft","3,300 sqft (307 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-spid-J83535062,"Palam Vihar, Gurgaon",₹2.9 Cr,"₹11,934 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-W84765184,"DLF Phase 1, Gurgaon",₹3.95 Cr,"₹14,629 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-F85143846,"Sushant Lok Phase 1, Gurgaon",₹3.8 Cr,"₹14,074 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3250-sq-ft-spid-B85018606,418SQYD BEST AND CHEAPEST DEAL,₹4.21 Cr,"₹12,953 /sqft","3,250 sqft (302 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-2250-sq-ft-spid-P85092916,DLF Garden City Floors,₹2.9 Cr,"₹12,888 /sqft","2,250 sqft (209 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-1836-sq-ft-spid-V85135020,All Punjabi Welfare Association,₹2.35 Cr,"₹12,799 /sqft","1,836 sqft (171 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2459-sq-ft-spid-D85035742,Ansals Palam Vihar,₹2.84 Cr,"₹11,549 /sqft","2,459 sqft (228 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-G86092930,TOP FLOOR TERRACE GARDEN,₹4.25 Cr,"₹10,625 /sqft","4,000 sqft (372 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2000-sq-ft-spid-A86092604,PARK FACING FLOOR,₹2.95 Cr,"₹14,750 /sqft","2,000 sqft (186 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3000-sq-ft-spid-G86092828,TOP FLOOR TERRACE GARDEN,₹4.1 Cr,"₹13,666 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3000-sq-ft-spid-V86099122,PARK FACING TOP FLOOR TERRACE GARDEN,₹3.75 Cr,"₹12,500 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block B Sushant Lok 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-b-sushant-lok-3-gurgaon-2700-sq-ft-spid-U85179224,"Block B Sushant Lok 3, Gurgaon",₹3.5 Cr,"₹12,963 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r13-spid-A56236756,"Palam Vihar, Gurgaon",₹4.4 Cr,"₹9,402 /sqft","4,680 sqft (435 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2430-sq-ft-r13-spid-Y58584830,"Palam Vihar, Gurgaon",₹2.7 Cr,"₹11,111 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r12-spid-A56236646,"Palam Vihar, Gurgaon",₹3.3 Cr,"₹10,185 /sqft","3,240 sqft (301 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF CITY, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-city-gurgaon-2422-sq-ft-spid-B84927630,DLF Phase 1,₹3.25 Cr,"₹24,405 /sqft","2,421 sqft (225 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-spid-N83535262,"Palam Vihar, Gurgaon",₹3.5 Cr,"₹10,802 /sqft","3,240 sqft (301 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-4680-sq-ft-r13-spid-B58585156,"Palam Vihar, Gurgaon",₹4.32 Cr,"₹9,231 /sqft","4,680 sqft (435 sqm) Carpet Area"
