property_name,link,society,price,area,areawithtype
"4 BHK Independent Builder Floor in Uppals Southend, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppal-southend-uppals-southend-gurgaon-2844-sq-ft-spid-G85498316,Uppal Southend,₹3.75 Cr,"₹13,185 /sqft","2,844 sqft (264 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Uppals Southend, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppal-southend-uppals-southend-gurgaon-3078-sq-ft-spid-P85498872,Uppal Southend,₹3.3 Cr,"₹10,721 /sqft","3,078 sqft (286 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-K84828962,"Block C, Sushant Lok Phase 1, Gurgaon",₹4.55 Cr,"₹16,852 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block F, Sushant Lok Phase III, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-blockf-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-K84736862,"Block F, Sushant Lok Phase III, Gurgaon",₹3.2 Cr,"₹11,852 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-2700-sq-ft-spid-H84204596,DLF Garden City Floors,₹3.3 Cr,"₹12,222 /sqft","2,700 sqft (251 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-S85105258,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.5 Cr,"₹12,963 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-3078-sq-ft-spid-D85813698,"Sector 45, Gurgaon",₹4 Cr,"₹12,995 /sqft","3,078 sqft (286 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-1805-sq-ft-spid-C85812490,"Sector 45, Gurgaon",₹2.8 Cr,"₹15,512 /sqft","1,805 sqft (168 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2844-sq-ft-spid-I85803990,"DLF Phase 1, Gurgaon",₹5.25 Cr,"₹18,459 /sqft","2,844 sqft (264 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 56, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-sushant-lok-2-sector-56-gurgaon-2000-sq-ft-spid-V84506140,Ansal Sushant Lok 2,₹3.7 Cr,"₹18,500 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-3-gurgaon-4500-sq-ft-spid-B84577062,"Sushant Lok Phase 3, Gurgaon",₹5.1 Cr,"₹11,333 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Mayfield Garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-mayfield-garden-gurgaon-2160-sq-ft-spid-C84532450,"Mayfield Garden, Gurgaon",₹3.2 Cr,"₹14,814 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-2700-sq-ft-spid-H84060920,DLF Phase 1 Ultra Luxury Builder Floors,₹4.65 Cr,"₹21,527 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-84-gurgaon-2160-sq-ft-spid-M83795282,vatika P block,₹2.16 Cr,"₹10,000 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Block A South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-a-south-city-2-gurgaon-2430-sq-ft-spid-P83678928,"Block A South City 2, Gurgaon",₹3.5 Cr,"₹16,949 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-bptp-green-oaks-sector-70a-gurgaon-1350-sq-ft-spid-N84250934,BPTP Green Oaks,₹2.15 Cr,"₹15,926 /sqft","1,350 sqft (125 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 48, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-vipul-world-sector-48-gurgaon-4572-sq-ft-spid-J84044832,Vipul World,₹6.39 Cr,"₹13,976 /sqft","4,572 sqft (425 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-towne-malibu-town-gurgaon-4320-sq-ft-r1-spid-I82357048,Malibu Towne,₹6.5 Cr,"₹15,046 /sqft","4,320 sqft (401 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-versalia-sector-67a-gurgaon-2200-sq-ft-r3-spid-J71198358,Ansal API Versalia,₹2.8 Cr,"₹12,727 /sqft","2,200 sqft (204 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-M84525688,Smart World Gems,₹1.57 Cr,"₹10,508 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Block N, Mayfield garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-n-mayfield-garden-gurgaon-2286-sq-ft-spid-X86052730,"Block N, Mayfield garden, Gurgaon",₹3.1 Cr,"₹13,561 /sqft","2,286 sqft (212 sqm) Carpet Area"
"4 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-3240-sq-ft-spid-C85723300,"South City 2, Gurgaon",₹3.5 Cr,"₹10,802 /sqft","3,240 sqft (301 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2277-sq-ft-spid-H85690756,"Malibu Town, Gurgaon",₹3.7 Cr,"₹16,249 /sqft","2,277 sqft (212 sqm) Carpet Area"
"3 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-2160-sq-ft-spid-W85671312,"South City 2, Gurgaon",₹3.49 Cr,"₹16,157 /sqft","2,160 sqft (201 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1089-sq-ft-spid-P84503184,Central Park Flower Valley Flamingo Floors,₹1.5 Cr,"₹13,774 /sqft","1,089 sqft (101 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1098-sq-ft-spid-L84203060,Central Park Flower Valley Cerise Floors,₹1.7 Cr,"₹15,482 /sqft","1,098 sqft (102 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1089-sq-ft-spid-O84202712,Central Park Flower Valley Flamingo Floors,₹1.5 Cr,"₹13,774 /sqft","1,089 sqft (101 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-S84188596,Central Park Flower Valley Cerise Floors,₹1.65 Cr,"₹12,951 /sqft","1,274 sqft (118 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-R84188946,Central Park Flower Valley Cerise Floors,₹1.75 Cr,"₹13,736 /sqft","1,274 sqft (118 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-1667-sq-ft-spid-Z83848740,"Sector 57, Gurgaon",₹2.6 Cr,"₹15,596 /sqft","1,667 sqft (155 sqm) Carpet Area"
"5 BHK Independent Builder Floor in Block D sector 56, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-block-d-sector-56-gurgaon-2350-sq-ft-spid-T85156358,"Block D sector 56, Gurgaon",₹4.5 Cr,"₹19,148 /sqft","2,350 sqft (218 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block P South city 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-p-south-city-1-gurgaon-3200-sq-ft-spid-D85067382,"Block P South city 1, Gurgaon",₹4.05 Cr,"₹12,656 /sqft","3,200 sqft (297 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 7, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-7-gurgaon-2880-sq-ft-spid-R83666674,"Sector 7, Gurgaon",₹2.95 Cr,"₹10,243 /sqft","2,880 sqft (268 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Uppals Southend, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppals-southend-gurgaon-3000-sq-ft-spid-D78858321,Private Builder Floor,₹3 Cr,"₹10,000 /sqft","3,000 sqft (279 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-park-sohna-gurgaon-1440-sq-ft-r1-spid-E80894203,Signature Global Park,₹1.6 Cr,"₹11,111 /sqft","1,440 sqft (134 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in U Block DLF Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-u-block-dlf-phase-3-gurgaon-2844-sq-ft-spid-M85983342,"U Block DLF Phase 3, Gurgaon",₹4.5 Cr,"₹15,823 /sqft","2,844 sqft (264 sqm) Carpet Area"
"4 BHK Independent Builder Floor in U Block DLF Phase 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-u-block-dlf-phase-3-gurgaon-3618-sq-ft-spid-L85942550,"U Block DLF Phase 3, Gurgaon",₹5.5 Cr,"₹15,202 /sqft","3,618 sqft (336 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1107-sq-ft-spid-Q83650820,Smart World Gems,₹1.32 Cr,"₹11,924 /sqft","1,107 sqft (103 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-U83682754,Smart World Gems,₹1.59 Cr,"₹10,642 /sqft","1,494 sqft (139 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-3500-sq-ft-spid-N78861157,Private Builder Floor,₹3.9 Cr,"₹11,142 /sqft","3,500 sqft (325 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in South City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-2700-sq-ft-spid-G85587496,"South City 2, Gurgaon",₹2.99 Cr,"₹11,074 /sqft","2,700 sqft (251 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-r8-spid-T69279708,"DLF Phase 2, Gurgaon",₹3.98 Cr,"₹14,741 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-luxury-builder-floors-dlf-phase-2-gurgaon-2700-sq-ft-r2-spid-K82432234,DLF Luxury Builder Floors,₹4.25 Cr,"₹15,741 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-luxury-builder-floors-dlf-phase-2-gurgaon-3105-sq-ft-spid-Q84309336,DLF Luxury Builder Floors,₹4.95 Cr,"₹15,942 /sqft","3,105 sqft (288 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Block E sector 56, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-e-sector-56-gurgaon-3000-sq-ft-spid-Z83491662,"Block E sector 56, Gurgaon",₹3.35 Cr,"₹14,255 /sqft","3,000 sqft (279 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ss-almeria-sector-84-gurgaon-2000-sq-ft-spid-M84675672,SS Almeria,₹2.2 Cr,"₹11,000 /sqft","2,000 sqft (186 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Block C Sushant Lok Phase - 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-M84605436,"Block C Sushant Lok Phase - 3, Gurgaon",₹3.9 Cr,"₹14,444 /sqft","2,700 sqft (251 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-930-sq-ft-spid-M84299876,Vatika Independent Floors,₹1.05 Cr,"₹11,290 /sqft",930 sqft (86 sqm) Carpet Area
"2 BHK Independent Builder Floor in Sector 82, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-940-sq-ft-spid-N84297732,Vatika Independent Floors,₹1.22 Cr,"₹12,978 /sqft",940 sqft (87 sqm) Carpet Area
"4 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2430-sq-ft-spid-Z85563632,Sector 57,₹2.99 Cr,"₹12,304 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 70A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-bptp-pedestal-sector-70a-gurgaon-2043-sq-ft-spid-D84522122,BPTP Pedestal,₹2.99 Cr,"₹17,085 /sqft","2,043 sqft (190 sqm) Super Built-up Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1255-sq-ft-spid-F83786332,Central Park Flower Valley Cerise Floors,₹1.75 Cr,"₹13,944 /sqft","1,255 sqft (117 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-F83785936,Central Park Flower Valley Flamingo Floors,₹2.15 Cr,"₹16,875 /sqft","1,274 sqft (118 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1255-sq-ft-spid-G83786286,Central Park Flower Valley Cerise Floors,₹1.75 Cr,"₹13,944 /sqft","1,255 sqft (117 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-2700-sq-ft-spid-G84249290,DLF Garden City Floors,₹3.15 Cr,"₹11,666 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-bptp-amstoria-sector-102-gurgaon-2229-sq-ft-r1-spid-A84107264,BPTP Amstoria,₹3.15 Cr,"₹14,131 /sqft","2,229 sqft (207 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Block C Sushant Lok Phase - 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-G85914000,"Block C Sushant Lok Phase - 3, Gurgaon",₹3.8 Cr,"₹14,074 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 47, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-47-gurgaon-2700-sq-ft-spid-K85177612,"Sector 47, Gurgaon",₹3.55 Cr,"₹13,148 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vipul-world-sector-48-gurgaon-1800-sq-ft-spid-H85175918,Vipul World,₹2.75 Cr,"₹15,277 /sqft","1,800 sqft (167 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 51, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-51-gurgaon-1800-sq-ft-spid-D85068470,"Sector 51, Gurgaon",₹2.5 Cr,"₹13,888 /sqft","1,800 sqft (167 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 51, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-51-gurgaon-1900-sq-ft-spid-N85068678,"Sector 51, Gurgaon",₹2.72 Cr,"₹14,315 /sqft","1,900 sqft (177 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 50, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-1620-sq-ft-spid-L84643552,Unitech South City 2,₹2.7 Cr,"₹16,666 /sqft","1,620 sqft (151 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 50, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-2160-sq-ft-spid-N84645452,Unitech South City 2,₹3.4 Cr,"₹15,740 /sqft","2,160 sqft (201 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 50, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-4500-sq-ft-spid-P84644640,Unitech South City 2,₹5.8 Cr,"₹12,888 /sqft","4,500 sqft (418 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 50, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-3240-sq-ft-spid-I84651180,Unitech South City 2,₹4.25 Cr,"₹13,117 /sqft","3,240 sqft (301 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-2300-sq-ft-spid-I84505692,Anant Raj Estates,₹3.15 Cr,"₹13,695 /sqft","2,300 sqft (214 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-2430-sq-ft-spid-J83686182,"South City 1, Gurgaon",₹3.2 Cr,"₹13,169 /sqft","2,430 sqft (226 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2259-sq-ft-spid-C84803218,Ultra Luxury Builder Floor In Malibu Town,₹3.85 Cr,"₹17,042 /sqft","2,259 sqft (210 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 9A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-9a-gurgaon-3078-sq-ft-r1-spid-H82384466,"Sector 9A, Gurgaon",₹3.25 Cr,"₹10,559 /sqft","3,078 sqft (286 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-55-gurgaon-2700-sq-ft-spid-B85069426,"Sector 55, Gurgaon",₹3.45 Cr,"₹12,777 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-1-builder-floors-a-block-sushant-lok-phase-1-gurgaon-3500-sq-ft-spid-T85480758,Sushant Lok 1 Builder Floors,₹6.75 Cr,"₹19,285 /sqft","3,500 sqft (325 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok 2,Sector 55, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-2-sector-55-gurgaon-2700-sq-ft-spid-V84782738,"Sushant Lok 2,Sector 55, Gurgaon",₹3.3 Cr,"₹12,222 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in South City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-gurgaon-4500-sq-ft-spid-P84814918,"South City, Gurgaon",₹6 Cr,"₹13,333 /sqft","4,500 sqft (418 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1130-sq-ft-spid-F83475784,Smart World Gems,₹1.32 Cr,"₹11,681 /sqft","1,130 sqft (105 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 10, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-10-gurgaon-2400-sq-ft-spid-A84909286,"Sector 10, Gurgaon",₹2.4 Cr,"₹10,000 /sqft","2,400 sqft (223 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1750-sq-ft-spid-J84719132,Emaar Emerald Hills,₹2.7 Cr,"₹15,428 /sqft","1,750 sqft (163 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-1450-sq-ft-spid-O85955798,Ansal API Esencia,₹1.43 Cr,"₹9,862 /sqft","1,450 sqft (135 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 46, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-46-gurgaon-2462-sq-ft-spid-V85894850,"Sector 46, Gurgaon",₹4.25 Cr,"₹17,262 /sqft","2,462 sqft (229 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 27, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-27-gurgaon-2367-sq-ft-spid-C85796588,"Sector 27, Gurgaon",₹3.49 Cr,"₹14,744 /sqft","2,367 sqft (220 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 45, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-2430-sq-ft-spid-C85691602,"Sector 45, Gurgaon",₹3.25 Cr,"₹13,374 /sqft","2,430 sqft (226 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block G Sector-57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-g-sector-57-gurgaon-1200-sq-ft-spid-E84696348,"Block G Sector-57, Gurgaon",₹2 Cr,"₹16,666 /sqft","1,200 sqft (111 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-boom-plaza-sushant-lok-phase-3-gurgaon-2160-sq-ft-spid-B84659372,Ansals Boom Plaza,₹3.25 Cr,"₹15,046 /sqft","2,160 sqft (201 sqm) Carpet Area"
"2 BHK Independent Builder Floor in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-park-sohna-gurgaon-822-sq-ft-spid-W86177258,Signature Global Park,₹75 Lac,"₹9,124 /sqft",822 sqft (76 sqm) Super Built-up Area
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-Q84488580,M3M Soulitude,₹1.68 Cr,"₹11,244 /sqft","1,494 sqft (139 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-2-gurgaon-2500-sq-ft-r1-spid-R81443329,"Sushant Lok Phase 2, Gurgaon",₹3.2 Cr,"₹12,800 /sqft","2,500 sqft (232 sqm) Super Built-up Area"
