property_name,link,society,price,area,areawithtype
"3 BHK Flat in Sector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-P85090328,Antriksh Heights,₹1.61 Cr,"₹8,800 /sqft","1,825 sqft (170 sqm) Super Built-up Area"
"3 BHK Flat in Sector 82A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-1818-sq-ft-spid-V84730306,DLF The Primus,₹2.71 Cr,"₹14,906 /sqft","1,818 sqft (169 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-2010-sq-ft-r1-spid-Z80651027,Tulip Violet,₹3.2 Cr,"₹15,920 /sqft","2,010 sqft (187 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2103-sq-ft-spid-R83406744,DLF The Ultima,₹3.51 Cr,"₹16,690 /sqft","2,103 sqft (195 sqm) Carpet Area"
"2 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-H85050720,Hero Homes,₹1.6 Cr,"₹14,558 /sqft","1,099 sqft (102 sqm) Super Built-up Area"
"3 BHK Flat in Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-spid-Q85024222,Sobha City,₹4.25 Cr,"₹20,511 /sqft","2,072 sqft (193 sqm) Super Built-up Area"
"2 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-865-sq-ft-spid-L84028890,Pareena Mi Casa,₹1.12 Cr,"₹12,973 /sqft",865 sqft (80 sqm) Super Built-up Area
"4 BHK Flat in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-1995-sq-ft-spid-Y84049984,Sare Crescent Parc,₹1.75 Cr,"₹9,523 /sqft","1,995 sqft (185 sqm) Super Built-up Area"
"2 BHK Flat in Sector 67A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1540-sq-ft-spid-U83772786,Ireo The Corridors,₹2.77 Cr,"₹18,000 /sqft","1,540 sqft (143 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-2066-sq-ft-spid-Q84615198,Unitech Escape,₹3.17 Cr,"₹15,343 /sqft","2,066 sqft (192 sqm) Super Built-up Area"
"3 BHK Flat in Sector 37D, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-sector-37d-gurgaon-1535-sq-ft-spid-D85103858,Signature Global City,₹1.78 Cr,"₹11,596 /sqft","1,535 sqft (143 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2215-sq-ft-spid-V84998996,Tata Gurgaon Gateway,₹3.2 Cr,"₹14,446 /sqft","2,215 sqft (206 sqm) Super Built-up Area"
"4 BHK Flat in Sector 54, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-belaire-sector-54-gurgaon-3430-sq-ft-spid-Q84923026,DLF The Belaire,₹14 Cr,"₹40,816 /sqft","3,430 sqft (319 sqm) Super Built-up Area"
"2 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-acclaim-sohna-gurgaon-1457-sq-ft-spid-T85064226,Eldeco Acclaim,₹1.65 Cr,"₹11,324 /sqft","1,457 sqft (135 sqm) Super Built-up Area"
"2 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1366-sq-ft-spid-I77295201,Godrej Meridien,₹2.15 Cr,"₹15,739 /sqft","1,366 sqft (127 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-2979-sq-ft-spid-F85028194,M3M Golfestate,₹8 Cr,"₹26,854 /sqft","2,979 sqft (277 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-latitude-sector-65-gurgaon-2499-sq-ft-spid-Z83456708,M3M Latitude,₹6.4 Cr,"₹25,610 /sqft","2,499 sqft (232 sqm) Super Built-up Area"
"2 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2450-sq-ft-spid-V84362632,Experion Windchants,₹4 Cr,"₹16,326 /sqft","2,450 sqft (228 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-B84061424,Hero Homes,₹2.38 Cr,"₹14,091 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1310-sq-ft-spid-T80656563,M3M Heights,₹2.55 Cr,"₹19,465 /sqft","1,310 sqft (122 sqm) Super Built-up Area"
"2 BHK Flat in Sector 33, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-residences-sector-33-gurgaon-1100-sq-ft-spid-N84124258,Unitech The Residences,₹1.55 Cr,"₹14,090 /sqft","1,100 sqft (102 sqm) Super Built-up Area"
"3 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-2200-sq-ft-spid-M84591590,Emaar MGF The Palm Drive,₹4.5 Cr,"₹20,454 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-B83891804,Bestech Park View Grand Spa,₹3.5 Cr,"₹13,157 /sqft","2,660 sqft (247 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-T84226546,DLF The Skycourt,₹2.25 Cr,"₹11,664 /sqft","1,929 sqft (179 sqm) Super Built-up Area"
"3 BHK Flat in Sector 53, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-2895-sq-ft-spid-X85329584,Parsvnath Exotica,₹5.5 Cr,"₹18,998 /sqft","2,895 sqft (269 sqm) Super Built-up Area"
"3 BHK Flat in Sector 77, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-heights-sector-77-gurgaon-2000-sq-ft-spid-Z83484892,Emaar Palm Heights,₹2.7 Cr,"₹13,500 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1689-sq-ft-spid-N85003262,Adani M2K Oyster Grande,₹2.45 Cr,"₹14,505 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 111, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2200-sq-ft-spid-V82788922,Puri Diplomatic Greens,₹3.75 Cr,"₹17,045 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-Z84743750,Hero Homes,₹1.91 Cr,"₹14,054 /sqft","1,359 sqft (126 sqm) Super Built-up Area"
"4 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2872-sq-ft-spid-K82853616,DLF The Ultima,₹4.95 Cr,"₹17,235 /sqft","2,872 sqft (267 sqm) Super Built-up Area"
"4 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2000-sq-ft-spid-Z83791342,Emaar Mgf Palm Terraces Select,₹4.3 Cr,"₹21,500 /sqft","2,000 sqft (186 sqm) Carpet Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-2083-sq-ft-spid-R82890312,Vatika City,₹3.45 Cr,"₹16,562 /sqft","2,083 sqft (194 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-close-south-nirvana-country-gurgaon-2480-sq-ft-spid-Q85161022,The Close South,₹4.38 Cr,"₹17,661 /sqft","2,480 sqft (230 sqm) Super Built-up Area"
"3 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eldeco-acclaim-sohna-gurgaon-2122-sq-ft-spid-U84678734,Eldeco Acclaim,₹2.3 Cr,"₹18,025 /sqft","2,122 sqft (197 sqm) Super Built-up Area"
"4 BHK Flat in Sector 111, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-V84336520,Puri Diplomatic Greens,₹4.5 Cr,"₹15,254 /sqft","2,950 sqft (274 sqm) Super Built-up Area"
"2 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-V84451764,Hero Homes,₹1.62 Cr,"₹14,740 /sqft","1,099 sqft (102 sqm) Super Built-up Area"
"4 BHK Flat in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-2250-sq-ft-spid-E84282486,DLF Garden City Floors,₹2.6 Cr,"₹11,556 /sqft","2,250 sqft (209 sqm) Super Built-up Area"
"3 BHK Flat in Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-1790-sq-ft-spid-Z83558718,Bestech Park View Spa Next,₹2.99 Cr,"₹16,703 /sqft","1,790 sqft (166 sqm) Super Built-up Area"
"2 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1264-sq-ft-spid-M84961410,Eldeco Accolade,₹1.17 Cr,"₹9,256 /sqft","1,264 sqft (117 sqm) Super Built-up Area"
"3 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1999-sq-ft-spid-X84839966,Pareena Mi Casa,₹2.35 Cr,"₹11,755 /sqft","1,999 sqft (186 sqm) Super Built-up Area"
"4 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-3185-sq-ft-spid-P84107850,Bestech Park View Grand Spa,₹4.05 Cr,"₹12,715 /sqft","3,185 sqft (296 sqm) Super Built-up Area"
"3 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-1983-sq-ft-spid-P84433980,Unitech Escape,₹3.3 Cr,"₹16,641 /sqft","1,983 sqft (184 sqm) Super Built-up Area"
"3 BHK Flat in DLF Phase 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambience-lagoon-dlf-phase-3-gurgaon-3200-sq-ft-spid-T84699874,Ambience Lagoon,₹5.7 Cr,"₹17,812 /sqft","3,200 sqft (297 sqm) Built-up Area"
"4 BHK Flat in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-spid-E84522364,Emaar Mgf Palm Terraces Select,₹4.4 Cr,"₹18,257 /sqft","2,410 sqft (224 sqm) Super Built-up Area"
"4 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-3150-sq-ft-r1-spid-D81375831,ATS Triumph,₹3.88 Cr,"₹12,317 /sqft","3,150 sqft (293 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-D84525012,DLF The Skycourt,₹2.3 Cr,"₹11,923 /sqft","1,929 sqft (179 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-H84743496,Hero Homes,₹1.86 Cr,"₹13,649 /sqft","1,359 sqft (126 sqm) Super Built-up Area"
"3 BHK Flat in Sector 61, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1712-sq-ft-spid-K84447284,Smart World Orchard,₹2.75 Cr,"₹16,063 /sqft","1,712 sqft (159 sqm) Carpet Area"
"3 BHK Flat in Sector 67A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1852-sq-ft-spid-N84110090,Ireo The Corridors,₹3.16 Cr,"₹17,062 /sqft","1,852 sqft (172 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1516-sq-ft-spid-A84523130,M3M Heights,₹2.8 Cr,"₹18,469 /sqft","1,516 sqft (141 sqm) Carpet Area"
"3 BHK Flat in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-freedom-park-life-sector-57-gurgaon-2293-sq-ft-spid-R85084884,BPTP Freedom Park Life,₹3.6 Cr,"₹15,699 /sqft","2,293 sqft (213 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-S84473674,Hero Homes,₹2.45 Cr,"₹14,505 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"4 BHK Flat in Sector 111, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-O85345588,Puri Diplomatic Greens,₹4.75 Cr,"₹16,101 /sqft","2,950 sqft (274 sqm) Super Built-up Area"
"3 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-3763-sq-ft-spid-J83854184,Experion Windchants,₹5.95 Cr,"₹15,811 /sqft","3,763 sqft (350 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-2004-sq-ft-spid-L82572310,M3M Heights,₹3.7 Cr,"₹18,463 /sqft","2,004 sqft (186 sqm) Super Built-up Area"
"3 BHK Flat in Sector 89 A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-marigold-sector-89-a-gurgaon-2150-sq-ft-spid-T79807963,ATS Marigold,₹2.46 Cr,"₹11,255 /sqft","2,150 sqft (200 sqm) Super Built-up Area"
"3 BHK Flat in Sector 33, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-residences-sector-33-gurgaon-1545-sq-ft-spid-Q83413890,Unitech The Residences,₹2.5 Cr,"₹16,181 /sqft","1,545 sqft (144 sqm) Super Built-up Area"
"3 BHK Flat in Sector 59, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2095-sq-ft-spid-Z83626034,Conscient Elevate,₹4.9 Cr,"₹23,389 /sqft","2,095 sqft (195 sqm) Super Built-up Area"
"3 BHK Flat in Sector 113, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-1579-sq-ft-spid-H84782530,La Vida by Tata Housing,₹2.6 Cr,"₹16,466 /sqft","1,579 sqft (147 sqm) Super Built-up Area"
"2 BHK Flat in Nirvana Country, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1336-sq-ft-spid-R84436246,Unitech Fresco,₹2.01 Cr,"₹15,044 /sqft","1,336 sqft (124 sqm) Super Built-up Area"
"4 BHK Flat in Sector 111, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-r1-spid-B81237601,Puri Diplomatic Greens,₹4.75 Cr,"₹16,101 /sqft","2,950 sqft (274 sqm) Super Built-up Area"
"4 BHK Flat in Sector 112, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-F83209028,Experion Windchants,₹7.25 Cr,"₹14,954 /sqft","4,848 sqft (450 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-2095-sq-ft-spid-I84175836,ATS Kocoon,₹2.72 Cr,"₹12,983 /sqft","2,095 sqft (195 sqm) Super Built-up Area"
"2 BHK Flat in Sector 60, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1524-sq-ft-r1-spid-Q68412600,Ireo Skyon,₹2.85 Cr,"₹30,944 /sqft","1,524 sqft (142 sqm) Super Built-up Area"
"4 BHK Flat in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-2040-sq-ft-spid-H84415176,Sare Homes,₹1.7 Cr,"₹8,333 /sqft","2,040 sqft (190 sqm) Built-up Area"
"3 BHK Flat in Sector 83, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1900-sq-ft-spid-S84359714,Emaar Palm Gardens,₹2.6 Cr,"₹13,684 /sqft","1,900 sqft (177 sqm) Super Built-up Area"
"3 BHK Flat in Sector 72, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2550-sq-ft-spid-Y83945128,Tata Primanti,₹5.25 Cr,"₹20,588 /sqft","2,550 sqft (237 sqm) Super Built-up Area"
"3 BHK Flat in Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2003-sq-ft-spid-R83314822,Sobha City,₹3.88 Cr,"₹19,370 /sqft","2,003 sqft (186 sqm) Super Built-up Area"
"3 BHK Flat in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1203-sq-ft-spid-K83963566,Smart World Gems,₹1.34 Cr,"₹11,138 /sqft","1,203 sqft (112 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-4010-sq-ft-spid-I80774743,M3M Golfestate,₹10.25 Cr,"₹25,561 /sqft","4,010 sqft (373 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-S83722562,Bestech Park View Grand Spa,₹3.49 Cr,"₹13,120 /sqft","2,660 sqft (247 sqm) Super Built-up Area"
"4 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-3150-sq-ft-spid-H84677580,ATS Triumph,₹3.9 Cr,"₹12,380 /sqft","3,150 sqft (293 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-M83722780,Bestech Park View Grand Spa,₹3.48 Cr,"₹13,082 /sqft","2,660 sqft (247 sqm) Super Built-up Area"
"3 BHK Flat in Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-cghs-joy-kunj-sector-56-gurgaon-1950-sq-ft-spid-Y84695106,CGHS Joy Kunj,₹2.5 Cr,"₹12,820 /sqft","1,950 sqft (181 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1625-sq-ft-spid-D77295671,Godrej Meridien,₹2.6 Cr,"₹16,000 /sqft","1,625 sqft (151 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-P84451846,Hero Homes,₹1.85 Cr,"₹13,612 /sqft","1,359 sqft (126 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-1942-sq-ft-spid-I84867524,Conscient Heritage Max,₹2.64 Cr,"₹13,594 /sqft","1,942 sqft (180 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-D82807368,Conscient Heritage Max,₹3.2 Cr,"₹14,890 /sqft","2,149 sqft (200 sqm) Super Built-up Area"
"2 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1261-sq-ft-spid-Q84677522,M3M Heights,₹2.4 Cr,"₹19,032 /sqft","1,261 sqft (117 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2025-sq-ft-spid-A85048412,Emaar Imperial Gardens,₹2.3 Cr,"₹13,731 /sqft","2,025 sqft (188 sqm) Super Built-up Area"
"3 BHK Flat in Kanahi, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanahi-gurgaon-1640-sq-ft-spid-B85359190,"CGHS Agrim Apartment Block C, Sushant Lok 1",₹2.4 Cr,"₹14,634 /sqft","1,640 sqft (152 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-D84593790,Godrej Meridien,₹2.85 Cr,"₹15,363 /sqft","1,855 sqft (172 sqm) Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1689-sq-ft-spid-G84409308,Adani M2K Oyster Grande,₹2.4 Cr,"₹14,209 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2103-sq-ft-spid-Y85126620,DLF The Ultima,₹3.65 Cr,"₹17,356 /sqft","2,103 sqft (195 sqm) Super Built-up Area"
"2 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-mulberry-sohna-gurgaon-1465-sq-ft-spid-F85072960,Ashiana Mulberry,₹1.25 Cr,"₹8,532 /sqft","1,465 sqft (136 sqm) Super Built-up Area"
"4 BHK Flat in Sector 99, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-2800-sq-ft-spid-G83123530,Lotus Elise,₹3.26 Cr,"₹11,642 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-2579-sq-ft-spid-W84868502,Adani M2K Oyster Grande,₹3.25 Cr,"₹12,601 /sqft","2,579 sqft (240 sqm) Super Built-up Area"
"3 BHK Flat in Heritage City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-heritage-city-heritage-city-gurgaon-2600-sq-ft-spid-W84071810,Unitech Heritage City,₹5.1 Cr,"₹19,615 /sqft","2,600 sqft (242 sqm) Carpet Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-D84671224,Hero Homes,₹2.6 Cr,"₹15,393 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 67A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1921-sq-ft-spid-I84109676,Ireo The Corridors,₹3.27 Cr,"₹17,022 /sqft","1,921 sqft (178 sqm) Super Built-up Area"
"3 BHK Flat in Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-1935-sq-ft-spid-S83336962,Bestech Park View Spa Next,₹3.15 Cr,"₹16,279 /sqft","1,935 sqft (180 sqm) Super Built-up Area"
"4 BHK Flat in Sector 47, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-47-gurgaon-3000-sq-ft-r1-spid-V82240322,Pragati hills CGHS society,₹2.91 Cr,"₹10,000 /sqft","3,000 sqft (279 sqm) Built-up Area"
