property_name,link,society,price,area,areawithtype
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-S83144442,Tulip Purple,₹2.76 Cr,"₹11,499 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-Q83236732,Tulip Purple,₹2.75 Cr,"₹11,458 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-H83108364,Tulip Purple,₹2.77 Cr,"₹11,520 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-H83120876,Tulip Purple,₹2.68 Cr,"₹11,150 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2250-sq-ft-spid-H83109414,Tulip Purple,₹2.73 Cr,"₹12,133 /sqft","2,250 sqft (209 sqm) Carpet Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2250-sq-ft-spid-M83109572,Tulip Purple,₹2.76 Cr,"₹12,266 /sqft","2,250 sqft (209 sqm) Carpet Area"
"3 BHK Flat in Sector 48, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-2-bellevue-sector-48-gurgaon-2350-sq-ft-spid-L84809228,Central Park 2 Bellevue,₹3.75 Cr,"₹15,957 /sqft","2,350 sqft (218 sqm) Super Built-up Area"
"3 BHK Flat in Sector 70, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-K84804512,Shree Vardhman Victoria,₹2.3 Cr,"₹19,810 /sqft","1,950 sqft (181 sqm) Super Built-up Area"
"2 BHK Flat in Sector 70, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1350-sq-ft-spid-R85147616,Shree Vardhman Victoria,₹1.7 Cr,"₹12,592 /sqft","1,350 sqft (125 sqm) Super Built-up Area"
"2 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-natura-sector-68-gurgaon-1507-sq-ft-spid-X83963722,M3M Natura,₹1.86 Cr,"₹12,342 /sqft","1,507 sqft (140 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-O83614260,Shapoorji Pallonji Joyville Gurugram,₹2.5 Cr,"₹18,953 /sqft","1,852 sqft (172 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-1745-sq-ft-r1-spid-V77215393,ATS Kocoon,₹2.3 Cr,"₹15,333 /sqft","1,745 sqft (162 sqm) Super Built-up Area"
"2 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1385-sq-ft-r1-spid-U79523303,Paras Dews,₹1.51 Cr,"₹10,902 /sqft","1,385 sqft (129 sqm) Super Built-up Area"
"3 BHK Flat in Sector 90, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1778-sq-ft-spid-D84189286,DLF Regal Gardens,₹2 Cr,"₹11,248 /sqft","1,778 sqft (165 sqm) Super Built-up Area"
"4 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-A83801202,Emaar MGF Emerald Floors Premier,₹3.68 Cr,"₹18,632 /sqft","1,975 sqft (183 sqm) Carpet Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2025-sq-ft-spid-E84240046,Emaar Imperial Gardens,₹2.34 Cr,"₹11,555 /sqft","2,025 sqft (188 sqm) Super Built-up Area"
"3 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1845-sq-ft-spid-H83703084,Silverglades The Melia,₹1.6 Cr,"₹8,672 /sqft","1,845 sqft (171 sqm) Super Built-up Area"
"4 BHK Flat in Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-spid-B85300758,DLF New Town Heights 1,₹3.21 Cr,"₹11,771 /sqft","2,727 sqft (253 sqm) Super Built-up Area"
"2 BHK Flat in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-nature-plus-sector-33-sohna-gurgaon-1557-sq-ft-spid-F84152530,Godrej Nature Plus,₹1.7 Cr,"₹10,918 /sqft","1,557 sqft (145 sqm) Built-up Area"
"2 BHK Flat in Sector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-anmol-sector-33-sohna-gurgaon-1275-sq-ft-spid-C84976804,Ashiana Anmol,₹1.35 Cr,"₹10,588 /sqft","1,275 sqft (118 sqm) Super Built-up Area"
"3 BHK Flat in Sector 82A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-2103-sq-ft-spid-N84277780,DLF The Primus,₹3.65 Cr,"₹17,356 /sqft","2,103 sqft (195 sqm) Super Built-up Area"
"2 BHK Flat in Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1250-sq-ft-spid-F84180782,Eldeco Accolade,₹1.25 Cr,"₹10,000 /sqft","1,250 sqft (116 sqm) Super Built-up Area"
"3 BHK Flat in sector 58, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-grand-arch-sector-58-gurgaon-2164-sq-ft-r1-spid-Y81442763,Ireo The Grand Arch,₹5.12 Cr,"₹23,659 /sqft","2,164 sqft (201 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-X84226796,Tulip Yellow,₹2.3 Cr,"₹13,497 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"4 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-2180-sq-ft-spid-N83505532,Shapoorji Pallonji Joyville Gurugram,₹3.17 Cr,"₹20,451 /sqft","2,180 sqft (203 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-C83990912,Tulip Purple,₹2.68 Cr,"₹11,187 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-V83991214,Tulip Purple,₹2.7 Cr,"₹11,270 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"4 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-W83991050,Tulip Purple,₹2.69 Cr,"₹11,229 /sqft","2,400 sqft (223 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-A83990760,Tulip Yellow,₹2.49 Cr,"₹14,642 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-E83990508,Tulip Yellow,₹2.45 Cr,"₹14,407 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-R83990198,Tulip Yellow,₹2.44 Cr,"₹14,348 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-M83990648,Tulip Yellow,₹2.47 Cr,"₹14,524 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-I83989522,Tulip Yellow,₹2.44 Cr,"₹14,304 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-O83989366,Tulip Yellow,₹2.34 Cr,"₹13,717 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1692-sq-ft-spid-A83505310,Shapoorji Pallonji Joyville Gurugram,₹2.4 Cr,"₹14,184 /sqft","1,692 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 69, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-M81791106,Tulip Yellow,₹2.31 Cr,"₹13,556 /sqft","1,704 sqft (158 sqm) Super Built-up Area"
"3 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2092-sq-ft-spid-W85292770,DLF The Ultima,₹3.65 Cr,"₹17,447 /sqft","2,092 sqft (194 sqm) Super Built-up Area"
"4 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2825-sq-ft-spid-C85293038,DLF The Ultima,₹4.9 Cr,"₹17,345 /sqft","2,825 sqft (262 sqm) Super Built-up Area"
"2 BHK Flat in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1200-sq-ft-spid-C85216626,Smart World Gems,₹1.3 Cr,"₹10,833 /sqft","1,200 sqft (111 sqm) Carpet Area"
"3 BHK Flat in DLF Phase 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regency-park-2-dlf-phase-4-gurgaon-1777-sq-ft-spid-A85020562,DLF Regency Park 2,₹3.7 Cr,"₹20,821 /sqft","1,777 sqft (165 sqm) Carpet Area"
"2 BHK Flat in Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-sector-37d-gurgaon-990-sq-ft-spid-Z84452466,Signature Global City,₹1.1 Cr,"₹15,736 /sqft",990 sqft (92 sqm) Super Built-up Area
"2 BHK Flat in Sector 68, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1268-sq-ft-spid-A83714728,M3M The Marina,₹1.6 Cr,"₹12,618 /sqft","1,268 sqft (118 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-B84137282,Emaar MGF Emerald Floors Premier,₹2.95 Cr,"₹17,878 /sqft","1,650 sqft (153 sqm) Super Built-up Area"
"4 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-F84113702,Emaar MGF Emerald Floors Premier,₹3.72 Cr,"₹18,853 /sqft","1,975 sqft (183 sqm) Super Built-up Area"
"4 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-P84015114,Emaar MGF Emerald Floors Premier,₹4 Cr,"₹20,253 /sqft","1,975 sqft (183 sqm) Super Built-up Area"
"3 BHK Flat in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-L83702970,Emaar MGF Emerald Floors Premier,₹2.99 Cr,"₹23,000 /sqft","1,650 sqft (153 sqm) Super Built-up Area"
"6 BHK Flat in Sector 73, Gurgaon",https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-dlf-alameda-sector-73-gurgaon-4000-sq-ft-spid-A83213098,DLF Alameda,₹6.75 Cr,"₹16,875 /sqft","4,000 sqft (372 sqm) Carpet Area"
"3 BHK Flat in Sector 92, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-1326-sq-ft-spid-H85172184,Sare Homes,₹1.22 Cr,"₹9,200 /sqft","1,326 sqft (123 sqm) Super Built-up Area"
"2 BHK Flat in Sector 83, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1245-sq-ft-spid-Y84953522,Vatika Gurgaon 21,₹1.44 Cr,"₹11,566 /sqft","1,245 sqft (116 sqm) Super Built-up Area"
"2 BHK Flat in Sector 84, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1125-sq-ft-spid-S85351556,Antriksh Heights,₹1 Cr,"₹8,888 /sqft","1,125 sqft (105 sqm) Super Built-up Area"
"3 BHK Flat in Sector 83, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-paradise-sector-83-gurgaon-1340-sq-ft-spid-Y85123904,Mapsko Paradise,₹1.38 Cr,"₹10,298 /sqft","1,340 sqft (124 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-spid-B84860866,Chintels Serenity,₹2.57 Cr,"₹13,145 /sqft","1,955 sqft (182 sqm) Super Built-up Area"
"3 BHK Flat in Sector 61, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1960-sq-ft-spid-A84832844,Smart World Orchard,₹2.65 Cr,"₹14,722 /sqft","1,960 sqft (182 sqm) Built-up Area"
"3 BHK Flat in Sector 90, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-spid-J84276858,DLF New Town Heights 1,₹2.15 Cr,"₹11,139 /sqft","1,930 sqft (179 sqm) Super Built-up Area"
"2 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1250-sq-ft-spid-X84153684,Vipul Lavanya,₹1.07 Cr,"₹8,560 /sqft","1,250 sqft (116 sqm) Super Built-up Area"
"2 BHK Flat in Sector 81, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1225-sq-ft-spid-R84085454,Vipul Lavanya,₹1.05 Cr,"₹8,571 /sqft","1,225 sqft (114 sqm) Super Built-up Area"
"3 BHK Flat in Sector 71, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chd-avenue-71-sector-71-gurgaon-1743-sq-ft-spid-Q84366640,CHD Avenue 71,₹2.1 Cr,"₹12,048 /sqft","1,743 sqft (162 sqm) Super Built-up Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-2153-sq-ft-spid-C84996378,Bestech Park View City 2,₹3.9 Cr,"₹18,114 /sqft","2,153 sqft (200 sqm) Super Built-up Area"
"4 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2364-sq-ft-spid-S84513374,DLF New Town Heights 2,₹2.55 Cr,"₹10,786 /sqft","2,364 sqft (220 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-spid-T83495656,DLF New Town Heights 2,₹2.07 Cr,"₹10,725 /sqft","1,930 sqft (179 sqm) Super Built-up Area"
"4 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2364-sq-ft-spid-Q83496790,DLF New Town Heights 2,₹2.53 Cr,"₹10,702 /sqft","2,364 sqft (220 sqm) Super Built-up Area"
"4 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2364-sq-ft-spid-X83496522,DLF New Town Heights 2,₹2.55 Cr,"₹10,786 /sqft","2,364 sqft (220 sqm) Super Built-up Area"
"2 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-microtek-greenburg-sector-86-gurgaon-1480-sq-ft-spid-P83363412,Microtek Greenburg,₹2.15 Cr,"₹14,527 /sqft","1,480 sqft (138 sqm) Super Built-up Area"
"2 BHK Flat in Sector 85, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-1640-sq-ft-spid-Q85384918,SS The Leaf,₹1.85 Cr,"₹11,280 /sqft","1,640 sqft (152 sqm) Super Built-up Area"
"2 BHK Flat in Sector 85, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-heights-sector-85-gurgaon-591-sq-ft-spid-D85154712,Pyramid Heights,₹70 Lac,"₹11,841 /sqft",591 sqft (55 sqm) Carpet Area
"2 BHK Flat in Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1380-sq-ft-spid-L83782314,Ramprastha The Edge Towers,₹1.1 Cr,"₹7,971 /sqft","1,380 sqft (128 sqm) Super Built-up Area"
"3 BHK Flat in Sector 49, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-2153-sq-ft-spid-F81746700,Bestech Park View City 2,₹3.7 Cr,"₹17,185 /sqft","2,153 sqft (200 sqm) Super Built-up Area"
"2 BHK Flat in Sector 37D, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-serene-sector-37d-gurgaon-1540-sq-ft-r13-spid-E61808532,BPTP Park Serene,₹1.65 Cr,"₹14,347 /sqft","1,540 sqft (143 sqm) Super Built-up Area"
"3 BHK Flat in Sector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-G83809368,DLF The Skycourt,₹2.25 Cr,"₹16,930 /sqft","1,929 sqft (179 sqm) Super Built-up Area"
"3 BHK Flat in Sector 90, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1752-sq-ft-spid-X85353058,DLF Regal Gardens,₹2.15 Cr,"₹12,271 /sqft","1,752 sqft (163 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-spid-Y84860872,Chintels Serenity,₹2.56 Cr,"₹13,094 /sqft","1,955 sqft (182 sqm) Super Built-up Area"
"4 BHK Flat in Sector 47, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-millenium-apartment-sector-47-gurgaon-2370-sq-ft-spid-E84383424,Millenium apartment,₹2.75 Cr,"₹11,603 /sqft","2,370 sqft (220 sqm) Super Built-up Area"
"3 BHK Flat in Sector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-W84907924,Hero Homes,₹2.4 Cr,"₹14,209 /sqft","1,689 sqft (157 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-imperial-gardens-sector-102-gurgaon-2000-sq-ft-spid-C84860974,Emaar Imperial Gardens,₹2.4 Cr,"₹12,000 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"3 BHK Flat in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1889-sq-ft-spid-I84907018,Adani M2K Oyster Grande,₹2.49 Cr,"₹13,181 /sqft","1,889 sqft (175 sqm) Super Built-up Area"
"4 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-2925-sq-ft-spid-O84868210,Chintels Serenity,₹4.2 Cr,"₹14,358 /sqft","2,925 sqft (272 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-spid-G84860854,Chintels Serenity,₹2.6 Cr,"₹13,299 /sqft","1,955 sqft (182 sqm) Super Built-up Area"
"3 BHK Flat in Sector 67A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1933-sq-ft-spid-Y84565472,Ireo The Corridors,₹3.1 Cr,"₹25,245 /sqft","1,933 sqft (180 sqm) Super Built-up Area"
"3 BHK Flat in Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-1750-sq-ft-spid-V83557744,ATS Tourmaline,₹2.1 Cr,"₹12,000 /sqft","1,750 sqft (163 sqm) Super Built-up Area"
"2 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1385-sq-ft-spid-H83633832,Paras Dews,₹1.85 Cr,"₹13,357 /sqft","1,385 sqft (129 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1835-sq-ft-spid-Y83380472,Godrej Meridien,₹3.2 Cr,"₹17,438 /sqft","1,835 sqft (170 sqm) Super Built-up Area"
"3 BHK Flat in Sector 106, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1665-sq-ft-spid-J83326602,Paras Dews,₹1.9 Cr,"₹11,411 /sqft","1,665 sqft (155 sqm) Super Built-up Area"
"2 BHK Flat in Sector 95A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-the-roselia-sector-95a-gurgaon-569-sq-ft-spid-O85382844,Signature The Roselia,₹58.1 Lac,"₹10,210 /sqft",569 sqft (53 sqm) Carpet Area
"3 BHK Flat in Sector 95A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-the-roselia-sector-95a-gurgaon-645-sq-ft-spid-A85382876,Signature The Roselia,₹86.5 Lac,"₹13,410 /sqft",645 sqft (60 sqm) Carpet Area
"3 BHK Flat in Sector 95A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-the-roselia-sector-95a-gurgaon-645-sq-ft-spid-V85382908,Signature The Roselia,₹84.5 Lac,"₹13,100 /sqft",645 sqft (60 sqm) Carpet Area
"2 BHK Flat in Sector 70A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-1304-sq-ft-spid-U85382744,AIPL The Peaceful Homes,₹2.2 Cr,"₹16,871 /sqft","1,304 sqft (121 sqm) Carpet Area"
"3 BHK Flat in Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-2150-sq-ft-spid-I85367806,AIPL The Peaceful Homes,₹3.35 Cr,"₹15,581 /sqft","2,150 sqft (200 sqm) Super Built-up Area"
"3 BHK Flat in Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-2475-sq-ft-spid-E85362308,AIPL The Peaceful Homes,₹4.3 Cr,"₹17,373 /sqft","2,475 sqft (230 sqm) Super Built-up Area"
"3 BHK Flat in Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-zen-residences-sector-70a-gurgaon-1703-sq-ft-spid-Y85371874,AIPL Zen Residences,₹2.8 Cr,"₹16,441 /sqft","1,703 sqft (158 sqm) Super Built-up Area"
"2 BHK Flat in Sector 93, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mrg-the-balcony-sector-93-gurgaon-647-sq-ft-spid-T85369532,MRG The Balcony,₹66.4 Lac,"₹10,262 /sqft",647 sqft (60 sqm) Super Built-up Area
"4 BHK Flat in Sector 79, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2675-sq-ft-spid-G85361698,Bestech Altura,₹3.7 Cr,"₹13,831 /sqft","2,675 sqft (249 sqm) Super Built-up Area"
