link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,property_id,furnishing_details,features,nearby_location
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-O85086076,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Servant Room,Study Room,Others",2nd   of 4 Floors,East,1 to 5 Year Old,O85086076,"['1 Water Purifier', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No AC', 'No Bed', 'No Fan', 'No Light', 'No TV', 'No Wardrobe']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Bahrisons library', 'Hanuman Mandir', 'Dighent cafe', 'Fat', 'New Life Church', 'Belgian Waffle', 'Stones2milestones', 'Hdfc bank ATM', 'School of Inspired Leadership SOIL', 'CCD', 'Ncr library', 'Arihant Hospital', 'Bharat petroleum', 'Kotak mahindra bank ATM', 'Balaji Vegetarian Paradise', 'Huda city centre metro station', 'Nowhere Brewpub and cafe', 'Dawnbit', 'Icici bank', 'Sagar Ratna', 'Rbs ATM', 'PK Online', 'Cafe Tonini', ""Carl's Jr."", 'Sector 42-43 metro station', 'Pernod Ricard Charitable Dispensary', 'Sitaram Bhartia', 'Two Horizon Center', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Drunken Monkey', 'Chikitsa', 'Dr. Naval Mendiratta', 'Guardian Pharmacy', 'Mantis Eye LLP', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Blue Tokai Coffee Roasters', 'Gupta', 'Hdfc ATM', 'PWO house', 'The Chicken Boat', 'Axis bank', 'Hdfc bank', 'Paras Hospital Gurgaon', 'Shophouse by Kylin', 'Starbucks', 'Standard chartered ATM', 'Naveidyam']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4518-sq-ft-spid-Z85176526,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room,Store Room",1st   of 4 Floors,East,0 to 1 Year Old,Z85176526,"['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '7 Geyser', '1 Stove', '20 Light', '3 TV', '1 Modular Kitchen', '8 AC', '1 Chimney', '1 Curtains', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Sofa', 'No Wardrobe']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']","['Bahrisons library', 'Dighent cafe', 'Fat', 'Axis bank ATM', 'Belgian Waffle', 'Stones2milestones', 'Hdfc bank ATM', 'Icici ATM', 'School of Inspired Leadership SOIL', 'CCD', 'Ncr library', 'Bharat petroleum', 'Kotak mahindra bank ATM', 'Umkal Hospital', 'Citi bank ATM', 'Huda city centre metro station', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'MoB Ministory of Beer', 'Dawnbit', 'Icici bank', 'Pizza Hut', 'Rbs ATM', 'City Medical', 'Sitaram Bhartia', 'Beer & Whisky Bar', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Drunken Monkey', 'Iffco chowk metro station', 'Chikitsa', 'Dr. Naval Mendiratta', 'Guardian Pharmacy', 'Mantis Eye LLP', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gardian Pharmacy', 'Blue Tokai Coffee Roasters', 'Gupta', 'Hdfc ATM', 'PWO house', 'Roots', 'The Chicken Boat', 'Axis bank', 'Hdfc bank', 'Starbucks', 'Centre For Sight Gurgaon Sector 29', 'Standard chartered ATM', 'Naveidyam']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4560-sq-ft-spid-T83919560,4 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Others",4th   of 4 Floors,East,0 to 1 Year Old,T83919560,"['1 Water Purifier', '12 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '19 Light', '1 Chimney', '11 AC', '1 Modular Kitchen', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Bahrisons library', 'Hanuman Mandir', 'PVR Cinames', 'Dighent cafe', 'Indusind bank', 'Sidhesh Hospital Gurgaon', 'Dlf phase 1 metro station', 'Sikandarpur metro station', 'Axis bank ATM', 'Dlf phase 2 metro station', 'Krishna Family Clinic', 'Fat', 'The Dental Lounge', 'Kotak mahindra bank ATM', 'Nowhere Brewpub and cafe', 'The shopping mall', 'Marwah Clinic', 'Emaar Business Park', 'Uma Sanjeevani Health Centre And Hospital', 'Abn amro bank', 'Anahat Hospital', 'Rbs ATM', 'PK Online', 'Lord krishna bank', ""St Stephen's Hospital Health Care Facility"", 'Hsbc bank', 'Icici bank ATM', 'Sitaram Bhartia', 'Guru dronacharya metro station', 'Kotak mahindra bank', 'Divine Look Clinic Centre 1', 'Lord Krishna Hospital', '98.4', 'Guardian', 'Chikitsa', 'Sikka Maternity And Surgical Center', 'Sikandarpur rmrg metro station', 'Guardian Pharmacy', 'Surgi Center Clinic', 'Food Court', 'M2M Cybernetics', 'Blue Tokai Coffee Roasters', 'Durga Poly Clinic', 'NutrioBox Gurugram', 'Upkar Clinic', 'Axis bank', 'Hdfc bank', 'Religare Wellness', 'Starbucks', 'Sikanderpur metro station']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2800-sq-ft-spid-N84944528,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room",2nd   of 4 Floors,West,0 to 1 Year Old,N84944528,"['4 Wardrobe', '9 Fan', '1 Exhaust Fan', '5 Geyser', '1 Microwave', '1 Stove', '23 Light', '1 Chimney', '7 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Hanuman Mandir', 'R.N Clinic', 'PVR Cinames', 'Indusind bank', 'Sikandarpur metro station', 'Dlf phase 1 metro station', 'Axis bank ATM', 'Dlf phase 2 metro station', 'Krishna Family Clinic', 'The Dental Lounge', 'State bank of india', 'The shopping mall', 'Marwah Clinic', 'Emaar Business Park', 'Uma Sanjeevani Health Centre And Hospital', 'Abn amro bank', 'Anahat Hospital', 'Shri Ram Memorial Hospital', 'Cosmodentz Dental Clinic', 'Central bank atm teste 001112', 'Kailash Nursing Home Gurgaon', 'Lord krishna bank', ""St Stephen's Hospital Health Care Facility"", 'Garg Dental Care', 'Hsbc bank', 'Icici bank ATM', ""Dr. Khullar's Dental Clinic"", 'Microsoft', 'Central bank ATM', 'Guru dronacharya metro station', 'Divine Look Clinic Centre 1', 'Lord Krishna Hospital', '98.4', 'Kotak mahindra bank', 'Guardian', 'Sikka Maternity And Surgical Center', 'Sikandarpur rmrg metro station', 'Surgi Center Clinic', 'Food Court', 'M2M Cybernetics', 'Durga Poly Clinic', 'Upkar Clinic', 'RBS Dental Clinic', 'Dental Cure and Care Centre', 'Axis bank', 'Hdfc bank', 'Darpan Skin & Mind Clinic', 'Religare Wellness', 'Relief Physiotherapy Clinic', 'Sikanderpur metro station']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-cyber-city-gurgaon-3600-sq-ft-spid-N83758682,4 Bedrooms,4 Bathrooms,2 Balconies,"Pooja Room,Study Room,Others,Servant Room",3rd   of 4 Floors,East,1 to 5 Year Old,N83758682,"['1 Water Purifier', '3 Fan', '1 Fridge', '4 Geyser', '1 Stove', '3 Light', '4 AC', '3 TV', '1 Modular Kitchen', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan']","['Maintenance Staff', 'Water Storage', 'Piped-gas', 'Waste Disposal', 'Rain Water Harvesting']","['Bahrisons library', 'Hanuman Mandir', 'PVR Cinames', 'Dighent cafe', 'Indusind bank', 'Sidhesh Hospital Gurgaon', 'Dlf phase 1 metro station', 'Sikandarpur metro station', 'Axis bank ATM', 'DT Cinemas', 'Mg road metro station', 'Fat', 'Belgian Waffle', 'CCD', 'Kotak mahindra bank ATM', 'Nowhere Brewpub and cafe', 'Pan Bangkok', 'Emaar Business Park', 'Uma Sanjeevani Health Centre And Hospital', 'PVR Metropolitan', 'Abn amro bank', 'Lord krishna bank', 'Jain Bhawan', 'Hsbc bank', 'Sitaram Bhartia', 'Kotak mahindra bank', 'Divine Look Clinic Centre 1', 'Lord Krishna Hospital', '98.4', 'Drunken Monkey', 'Guardian', 'Sikka Maternity And Surgical Center', 'Sikandarpur rmrg metro station', 'MGF Metropolitan', 'Arya Samaj Mandir', 'Surgi Center Clinic', 'Food Court', 'American Montessori', 'Blue Tokai Coffee Roasters', 'NutrioBox Gurugram', 'Barbecue Grill', 'Axis bank', 'Hdfc bank', 'Religare Wellness', 'Starbucks', 'Standard chartered ATM', 'Sikanderpur metro station']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3618-sq-ft-spid-X84548274,4 Bedrooms,5 Bathrooms,2 Balconies,"Pooja Room,Servant Room",4th   of 4 Floors,North,0 to 1 Year Old,X84548274,"['1 Water Purifier', '7 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '20 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '14 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Bahrisons library', 'Hanuman Mandir', 'PVR Cinames', 'Dighent cafe', 'Indusind bank', 'Sidhesh Hospital Gurgaon', 'Dlf phase 1 metro station', 'Sikandarpur metro station', 'New Life Church', 'Axis bank ATM', 'Fat', 'Belgian Waffle', 'The Dental Lounge', 'CCD', 'Kotak mahindra bank ATM', 'Nowhere Brewpub and cafe', 'The shopping mall', 'Marwah Clinic', 'Emaar Business Park', 'Uma Sanjeevani Health Centre And Hospital', 'Abn amro bank', 'Rbs ATM', 'PK Online', 'Lord krishna bank', 'Hsbc bank', 'Sector 42-43 metro station', 'Icici bank ATM', 'Sitaram Bhartia', 'Guru dronacharya metro station', 'Kotak mahindra bank', 'Divine Look Clinic Centre 1', 'Lord Krishna Hospital', '98.4', 'Drunken Monkey', 'Guardian', 'Chikitsa', 'Sikka Maternity And Surgical Center', 'Sikandarpur rmrg metro station', 'Guardian Pharmacy', 'Food Court', 'Blue Tokai Coffee Roasters', 'Barbecue Grill', 'The Chicken Boat', 'Axis bank', 'Hdfc bank', 'Religare Wellness', 'Starbucks', 'Standard chartered ATM', 'Sikanderpur metro station']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-3-gurgaon-2160-sq-ft-spid-D84628610,3 Bedrooms,3 Bathrooms,1 Balcony,"Pooja Room,Servant Room",1st   of 4 Floors,East,0 to 1 Year Old,D84628610,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '20 Light', '1 Chimney', '1 Modular Kitchen', '5 AC', '5 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Centrally Air Conditioned', 'Lift(s)', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Spacious Interiors', 'Waste Disposal']","['HUDA Office Complex', 'Dr. Anuj Sharma', 'Skin Clinic', 'Meher Clinic', 'Gurugram University', 'Neelkanth Health Care', 'HCG CNG Station', 'Delhi Public School Primary Section', 'Kamla International', 'Sanatan Dharm Mandir', 'State bank ATM', 'Pizza Hut', 'Haldiram', 'Hong Kong Bazaar Mall', 'Vatsalya Clinic', 'Icici bank ATM', '222', 'pracksht hospital', 'Amity Global School', 'Hdfc bank and atm', 'Heera Fuel Station', 'Vishesh Dental', 'Anand Hospital Gurgaon', 'Madison and Pike', 'Unitech', 'Wembley estate club', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'India', 'SPAZE BUSINESS PARK', 'Unitech Business Park', 'Dr. Naresh Pandita', 'Radhakrishna Shani Mandir', 'Medisca', 'Bones Clinic - Orthopaedics', 'Hdfc bank', 'Park Hospital Gurgaon', 'Divine Look Clinic Centre', 'Standard chartered ATM']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-S85205232,3 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,3rd   of 4 Floors,North,0 to 1 Year Old,S85205232,"['7 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '1 Microwave', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Club house / Community Center']","['Bahrisons library', 'Hanuman Mandir', 'Dighent cafe', 'Fat', 'New Life Church', 'Belgian Waffle', 'Stones2milestones', 'Hdfc bank ATM', 'School of Inspired Leadership SOIL', 'CCD', 'Ncr library', 'Arihant Hospital', 'Bharat petroleum', 'Kotak mahindra bank ATM', 'Balaji Vegetarian Paradise', 'Huda city centre metro station', 'Nowhere Brewpub and cafe', 'Dawnbit', 'Icici bank', 'Sagar Ratna', 'Pizza Hut', 'Rbs ATM', 'PK Online', 'Cafe Tonini', ""Carl's Jr."", 'Sector 42-43 metro station', 'Sitaram Bhartia', 'Two Horizon Center', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Drunken Monkey', 'Chikitsa', 'Dr. Naval Mendiratta', 'Guardian Pharmacy', 'Mantis Eye LLP', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Blue Tokai Coffee Roasters', 'Gupta', 'Hdfc ATM', 'PWO house', 'The Chicken Boat', 'Axis bank', 'Hdfc bank', 'Paras Hospital Gurgaon', 'Shophouse by Kylin', 'Starbucks', 'Standard chartered ATM', 'Naveidyam']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-3078-sq-ft-spid-N84676214,4 Bedrooms,4 Bathrooms,2 Balconies,Pooja Room,1st   of 4 Floors,North-East,0 to 1 Year Old,N84676214,"['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '16 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']","['Pacific D21 Mall', 'The NorthCap University', 'Indira Gandhi Intl Airport', 'National Highway 248BB', 'Dwarka International Cricket Stadium', 'Welcomhotel By ITC Hotels', 'D21 Corporate Park', 'HIDS The Intl Schoo', 'Dwarka Sector 21', 'Shahabad Md Pur Railway Station', 'DDA Golf Course', 'Venkateshwar Hospital', 'Fun N Food WaterPark']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-central-arcade-dlf-phase-2-gurgaon-1935-sq-ft-spid-M85442420,3 Bedrooms,3 Bathrooms,2 Balconies,,4th   of 4 Floors,,0 to 1 Year Old,M85442420,[],,"['CEVA Logistics India', 'Vodafone belvedere towers metro station', 'Upkar Clinic', '98.4', 'Uma Sanjeevani Health Centre And Hospital', 'Kotak mahindra bank', 'Hdfc bank', 'Dlf phase 2 metro station', 'PVR Metropolitan', 'Arya Samaj Mandir', 'Sikandarpur metro station', 'Krishna Family Clinic', 'Sikanderpur metro station', 'Lord Krishna Hospital', 'Sikka Maternity And Surgical Center', 'DT Cinemas', 'Dlf phase 1 metro station', 'Emaar Business Park', 'Abn amro bank', 'Axis bank', 'NutrioBox Gurugram', 'Kailash Nursing Home Gurgaon', 'Barbecue Grill', 'Religare Wellness', 'Gurgaon Central Mall', 'Mg road metro station', 'Microsoft', 'Hanuman Mandir', 'Pan Bangkok', 'Durga Poly Clinic', 'Food Court', 'Sikandarpur rmrg metro station', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Axis bank ATM', 'Surgi Center Clinic', 'Lord krishna bank', 'Privat Hospital', 'Guardian', 'Cosmodentz Dental Clinic', 'Jain Bhawan', 'DLF Cyber City Phase II', 'Hsbc bank', 'Indusind bank', 'American Montessori', 'MGF Metropolitan', 'PVR Cinames', 'RBS Dental Clinic']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-1836-sq-ft-spid-P84671158,3 Bedrooms,3 Bathrooms,2 Balconies,Pooja Room,2nd   of 4 Floors,East,0 to 1 Year Old,P84671158,"['3 Wardrobe', '3 Fan', '1 Exhaust Fan', '3 Geyser', '16 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']","['HIDS The Intl Schoo', 'Pacific D21 Mall', 'Shahabad Md Pur Railway Station', 'Dwarka International Cricket Stadium', 'Venkateshwar Hospital', 'D21 Corporate Park', 'Fun N Food WaterPark', 'The NorthCap University', 'Indira Gandhi Intl Airport', 'Welcomhotel By ITC Hotels', 'DDA Golf Course', 'National Highway 248BB', 'Dwarka Sector 21']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-15-part-2-gurgaon-3196-sq-ft-r1-spid-L78821003,3 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Servant Room,Others",2nd   of 4 Floors,East,1 to 5 Year Old,L78821003,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '5 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '5 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Management Development Institute', 'Hsbc bank ATM', 'Gung the palace Korean restaurant', 'Nagpal Nursing Home Gurgaon', 'Walking Street', 'Icici bank ATM', 'Gardian Pharmacy', 'Spaghetti Kitchen & Bar', 'Hdfc bank', 'Shivam Hospital Gurgaon', 'Kalyani Hospital Gurgaon', 'Bar and restaurant', 'Om Sweets', 'State bank of india sbi', 'Fast Food', 'Ahmed Hospital Multi Speciality', ""Domino's Pizza"", 'District library gurgaon', 'Punjab national bank ATM', 'Standard chartered bank', 'Cafe Coffee Day', 'Pizza Hut', 'Dayal Eye & Maternity Centre', 'City Medical', 'Dhabba', 'ADDA', ""McDonald's"", 'IBP Petrol Pump', 'Saraswati Hospital Gurgaon', 'Darbar', 'Tocpao', 'Indian Oil', '32nd Milestone', 'Axis bank ATM', 'Zura', 'State bank of india ATM', 'Hdfc bank ATM', 'Ardor 29', 'Salvan Public School', 'Icici ATM', 'Sector-14 Market', ""Hops 'N' Brew"", 'Citi bank ATM', 'Fast food', 'Hdfc ATM']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-E85692576,4 Bedrooms,5 Bathrooms,2 Balconies,Servant Room,2nd   of 4 Floors,North,1 to 5 Year Old,E85692576,"['1 Water Purifier', '7 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '48 Light', '1 Modular Kitchen', '1 Chimney', '6 AC', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Lift(s)', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']","['CEVA Logistics India', 'Vodafone belvedere towers metro station', '98.4', 'Uma Sanjeevani Health Centre And Hospital', 'Icici bank ATM', 'Kotak mahindra bank', 'Hdfc bank', 'Bain & Company', 'Dlf phase 2 metro station', 'PVR Metropolitan', 'Arya Samaj Mandir', 'Sikandarpur metro station', 'Mukesh Dhaba', 'Sikanderpur metro station', 'Lord Krishna Hospital', 'Punjab national bank ATM', 'Thukral Hospital', 'DT Cinemas', 'Emaar Business Park', 'Abn amro bank', 'Axis bank', 'Neelkanth Medico', 'Kailash Nursing Home Gurgaon', 'NutrioBox Gurugram', 'Barbecue Grill', 'Religare Wellness', 'Gurgaon Central Mall', 'Taikisha Engineering PVT', 'Mg road metro station', 'Microsoft', 'Pan Bangkok', 'Sikandarpur rmrg metro station', 'Sidhesh Hospital Gurgaon', 'KPMG', 'Axis bank ATM', 'Surgi Center Clinic', 'Lord krishna bank', 'Privat Hospital', 'Guardian', 'Hsbc bank', 'Jain Bhawan', 'DLF Cyber City Phase II', 'Indusind bank', 'American Montessori', 'Parishram Resources', 'MGF Metropolitan', 'Boston Consulting Group', 'PVR Cinames']"
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2250-sq-ft-spid-Y85651580,4 Bedrooms,4 Bathrooms,2 Balconies,Servant Room,1st   of 4 Floors,East,1 to 5 Year Old,Y85651580,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '40 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Marwah Clinic', 'Fat', 'Icici bank ATM', 'Guardian Pharmacy', 'Dighent cafe', 'Two Horizon Center', 'The Dental Lounge', 'Starbucks', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Cafe Tonini', 'Belgian Waffle', 'Lord Krishna Hospital', 'Bahrisons library', 'Sikka Maternity And Surgical Center', 'Dlf phase 1 metro station', 'Emaar Business Park', 'Axis bank', 'Paras Hospital Gurgaon', 'The Chicken Boat', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'CCD', 'The shopping mall', 'Sagar Ratna', 'Sikandarpur rmrg metro station', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Shophouse by Kylin', 'Nowhere Brewpub and cafe', 'Rbs ATM', 'Axis bank ATM', ""Carl's Jr."", 'Sector 42-43 metro station', 'Chikitsa', 'Standard chartered ATM', 'Clock tower', 'Anahat Hospital', 'Drunken Monkey', 'Blue Tokai Coffee Roasters', 'Guru dronacharya metro station', 'Sitaram Bhartia', 'M2M Cybernetics', 'PVR Cinames', 'Food Court', 'PK Online', 'New Life Church']"
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2370-sq-ft-spid-R83534864,3 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,3rd   of 4 Floors,South,1 to 5 Year Old,R83534864,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '34 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Swiss Cottage school', 'Bijwasan railway station', 'Metro Hospital and Heart Institute Gurgaon', 'Masti ki Pathshala Teach India', 'Oriental bank of commerce', 'Big Cinemas', 'Om Sweets', 'Pind Baluchi', ""Domino's Pizza"", 'HUDA Sector 23 Market', 'Axis bank', 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'Palam triangle', 'Moti Mahal', 'Chiranjiv Bharati School', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'Palam vihar railway station', 'Palam Vihar Vyapar kendra', 'HUDA sector 23 parking', 'Punjab national bank', 'THE NORTHCAP UNIVERSITY', 'SP Infocity', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon']"
