property_name,society,price_in_cr,price_per_sqft,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"3 BHK Flat in Sector 59, Gurgaon",conscient elevate,4.95,23684,"2,090 sqft (194 sqm) Super Built-up Area",Z85174996,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2090-sq-ft-spid-Z85174996,3,3,3,"servant room,others",23rd   of 33 Floors,east,0 to 1 Year Old,"['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '19 Light', '1 TV', '1 Modular Kitchen', '5 AC', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Grand Hyatt Gurgaon', 'Paras Trinity Mall Sector 63', 'ZEN Golf Range & Academy', 'W Pratiksha Hospital Sector 56', 'Gurugram University Sector 51', 'International Tech Park Gurgaon', 'Badshahpur Sohna Rd Highway', 'Rapid Metro Station Sector 55', 'Indira Gandhi International Airport', 'Gurugram Railway Station', 'DPS International School Sector 50', 'Mannat Park', 'Mehrauli-Gurgaon Road', 'Tau DeviLal Sports Complex']"
"3 BHK Flat in Sector 65, Gurgaon",m3m heights,3.8,18627,"2,040 sqft (190 sqm) Super Built-up Area",G84673402,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-2040-sq-ft-spid-G84673402,3,3,3,"pooja room,servant room,others,study room",20th   of 34 Floors,east,1 to 5 Year Old,"['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '13 Light', '1 TV', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '5 AC', '1 Wardrobe', '1 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['PVR Drive in Theatre', 'SkyJumper Trampoline Park', 'Rapid Metro Sector 56', 'DPS International School', 'Golf Course Extension Road', 'Park Hospital', 'Gurgaon - Delhi Expy', 'M3m 65th Avenue Mall', 'Lemon Tree Hotel', 'Indira Gandhi International Airport', 'DPG Institute of Technology']"
"3 BHK Flat in Sector 67A, Gurgaon",ireo the corridors,2.99,17313,"1,727 sqft (160 sqm) Super Built-up Area",V83429198,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-V83429198,3,3,2,"pooja room,others",7th   of 19 Floors,east,0 to 1 Year Old,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '17 Light', '5 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['PVR Drive in Theatre', 'De Adventure Park', 'Radisson Hotel', 'AIPL Business Centre', 'Teri Golf Course', 'Lovely Public School', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'Huda Metro Station (Gurugram)', 'KIIT College of Engineering']"
"3 BHK Flat in Sector 92, Gurgaon",sare crescent parc,1.58,8896,"1,776 sqft (165 sqm) Super Built-up Area",W83249050,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-1776-sq-ft-spid-W83249050,3,4,3,servant room,15th   of 19 Floors,north,5 to 10 Year Old,,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Pataudi Highway', 'Gurugram University', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'GD International School', 'Ghaziabad Railway Station', 'Manesar Golf Course', 'City Office Center', 'Holiday Inn Hotel']"
"3 BHK Flat in Sector 67A, Gurgaon",ireo the corridors,2.55,14765,"1,727 sqft (160 sqm) Super Built-up Area",P85101968,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-P85101968,3,3,2,store room,10th   of 19 Floors,north,1 to 5 Year Old,"['1 Stove', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['PVR Drive in Theatre', 'De Adventure Park', 'Radisson Hotel', 'AIPL Business Centre', 'Teri Golf Course', 'Lovely Public School', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'Huda Metro Station (Gurugram)', 'KIIT College of Engineering']"
"3 BHK Flat in Sector 92, Gurgaon",sare homes,1.23,9279,"1,326 sqft (123 sqm) Built-up Area",K84836062,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-1326-sq-ft-spid-K84836062,3,2,2,not available,10th   of 20 Floors,east,0 to 1 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'HP Petrol Pump', 'Yadav Clinic', 'Essar Petrol Pump', 'Vijay Petrol Pump']"
"2 BHK Flat in Sector 95, Gurgaon",rof ananda,0.64,9918,645 sqft (60 sqm) Carpet Area,N84546454,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rof-ananda-sector-95-gurgaon-645-sq-ft-spid-N84546454,2,2,2,study room,8th   of 14 Floors,south-west,1 to 5 Year Old,,"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Hero Honda Chowk', 'KMP Expressway', 'Proposed Diplomatic enclave', 'Flava', ""Nihar's Cafe"", 'ISBT', 'Spicy Salsa', 'Rajeev Chowk', 'IMT Manesar', 'Railway Station', 'IGI Airport', 'Cheeni singh restaurant', 'Dwarka Expressway', 'Metro', 'NH8']"
"4 BHK Flat in Sector 111, Gurgaon",puri diplomatic greens,4.75,16101,"2,950 sqft (274 sqm) Super Built-up Area",X84228248,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-X84228248,4,5,3+,servant room,9th   of 21 Floors,east,1 to 5 Year Old,"['5 Wardrobe', '4 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dreamz Mall', 'Park Hospital', 'The Oberoi', 'Dwarka Sector 21', 'Indira Gandhi International Airport', 'The NorthCap University', 'Northern Peripheral Road', 'Red Roses Public School', 'Gurgaon Railway Station']"
"2 BHK Flat in Sector 102, Gurgaon",shapoorji pallonji joyville gurugram,2.05,14985,"1,368 sqft (127 sqm) Super Built-up Area",E83746826,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1368-sq-ft-spid-E83746826,2,2,3+,not available,12nd   of 26 Floors,north-east,0 to 1 Year Old,"['1 Exhaust Fan', '1 Geyser', '3 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Delhi Public School', 'Indira Gandhi International Airport', 'Columbia Asia Hospital', 'The NorthCap University', 'Hyatt Place Gurgaon Udyog Vihar', 'Dwarka Expressway', 'Gurgaon Railway Station']"
"3 BHK Flat in Sector-33 Sohna, Gurgaon",central park flower valley aqua front towers,2.5,13974,"1,789 sqft (166 sqm) Super Built-up Area",T83149906,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-T83149906,3,3,2,not available,6th   of 11 Floors,east,1 to 5 Year Old,"['3 Wardrobe', '1 Water Purifier', '6 Fan', '1 Exhaust Fan', '3 Geyser', '22 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['National Highway 248A', 'The Westin Sohna Resort & Spa', 'Park Hospital', 'Rajeha Mall', 'Scottish High International School', 'Indira Gandhi International Airport', 'N.B.G.S.M College', 'Pataudi Road station']"
"3 BHK Flat in Sector 106, Gurgaon",godrej meridien,2.8,15094,"1,855 sqft (172 sqm) Super Built-up Area",S83959600,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-S83959600,3,3,3+,not available,12nd   of 34 Floors,east,0 to 1 Year Old,"['4 Fan', '5 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Delhi Ajmer Expressway', 'Dev Hospital', 'Tau DeviLal Sports Complex', 'Huda metro station', 'Euro International School, Sector- 109', 'Indira Gandhi International Airport', 'The NorthCap University', 'Infinity Business Park', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Hamoni Golf Camp']"
"3 BHK Flat in Sector 112, Gurgaon",experion windchants,4.9,17487,"2,802 sqft (260 sqm) Super Built-up Area",P83562728,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2802-sq-ft-spid-P83562728,3,3,3,servant room,19th   of 28 Floors,east,1 to 5 Year Old,"['2 Wardrobe', '8 Fan', '1 Exhaust Fan', '2 Geyser', '13 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['First Step Play School', 'Dwaraka Expressway', 'Jai Sai Ram Hospital', 'Sri Ma Montessori International', 'Park Hospital', 'IGI Airport', 'Ansal Plaza', 'Gurgaon Railway Station']"
"2 BHK Flat in Sector 112, Gurgaon",tata gurgaon gateway,2.65,16772,"1,580 sqft (147 sqm) Super Built-up Area",E83531226,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-1580-sq-ft-spid-E83531226,2,2,2,study room,6th   of 24 Floors,west,1 to 5 Year Old,"['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '1 Modular Kitchen', '4 AC', '1 Curtains', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Red Roses Public School', 'Metro Hospital, Palam Vihar', 'DLF Corporate Park', 'Mount Carmel School', 'Dwarka Sector 21 Metro Station', 'Indira Gandhi International Airport', 'The Oberoi, Gurgaon', 'Delhi Jaipur Highway', 'The NorthCap University', 'Dwarka Expy', 'Gurgaon Dreamz Mall', 'Dwarka Expressway']"
"3 BHK Flat in Sector 109, Gurgaon",chintels serenity,2.75,14066,"1,955 sqft (182 sqm) Super Built-up Area",H80569795,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-r1-spid-H80569795,3,4,3+,"pooja room,servant room",9th   of 20 Floors,west,0 to 1 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Yashobhoomi Dwarka Sector-25', 'Fun N Food Village', 'Indira Gandhi International Airport', 'The NorthCap University', 'Euro International School', 'BSF Golf Course', 'Global Foyer Mall', 'Manipal Hospital', 'Dwarka Expressway', 'Gurgaon Railway Station']"
"3 BHK Flat in Sector 89, Gurgaon",greenopolis,1.55,7920,"1,957 sqft (182 sqm) Carpet Area",J84976060,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1957-sq-ft-spid-J84976060,3,3,3,servant room,4th   of 15 Floors,east,1 to 5 Year Old,,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['SilverStreak Hospital', 'Indira Gandhi Airport', 'RPS International School', 'Gurugram University', 'Airia Mall', 'National Highway 352W', 'EBD 89 Business Park', 'Nehru Stadium', 'Holiday Inn Gurugram', 'Golden Greens Golf']"
"4 BHK Flat in Sector 111, Gurgaon",puri diplomatic greens,4.75,16101,"2,950 sqft (274 sqm) Super Built-up Area",O83704710,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-O83704710,4,5,3+,servant room,10th   of 21 Floors,north-east,1 to 5 Year Old,"['4 Wardrobe', '5 Fan', '9 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Dreamz Mall', 'Park Hospital', 'The Oberoi', 'Dwarka Sector 21', 'Indira Gandhi International Airport', 'The NorthCap University', 'Northern Peripheral Road', 'Red Roses Public School', 'Gurgaon Railway Station']"
