property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
B85203682,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-B85203682,conscient heritage max,sector 102,3.2,14890.0,"2,149 sqft (200 sqm) Super Built-up Area",,2149.0,,,3,4,3+,10,1,1,0,0,0,north-east,Unfurnished,Relatively New,"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.12754653792423462
I84047684,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-adani-brahma-samsara-sector-60-gurgaon-3700-sq-ft-spid-I84047684,adani brahma samsara,sector 60,6.45,23285.0,"3,700 sqft (344 sqm) Super Built-up Area",,3700.0,,,4,4,3+,3,0,1,0,0,1,east,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
X84777240,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-4500-sq-ft-spid-X84777240,Boutique Villa,sector 41,15.5,39743.0,3900 sqft (362.32 sqm) Plot Area | 4500 sqft (418.06 sqm) Built-up Area | 4200 sqft (390.19 sqm) Carpet Area,3900.0,,4500.0,4200.0,6,7,3+,3,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
M78449455,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-2010-sq-ft-r2-spid-M78449455,tulip violet,sector 69,3.25,16169.0,"2,010 sqft (187 sqm) Super Built-up Area",,2010.0,,,4,4,2,1,0,0,0,1,0,south-east,Semi-Furnished,Relatively New,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0
S83892640,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-S83892640,puri emerald bay,sector 104,3.45,14081.0,"2,450 sqft (228 sqm) Super Built-up Area",,2450.0,,,3,4,3+,14,0,1,0,0,0,north-east,Unfurnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.8052537582115236
Z84806140,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-1449-sq-ft-spid-Z84806140,"Sector 56, Gurgaon",sector 56,5.5,37957.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,4,4,2,2,0,0,0,1,0,north,Unfurnished,Old Property,"['Water Storage', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting']",0.7429700547868098
S85051086,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-S85051086,Smart World Gems,sector 89,1.58,10575.0,"1,494 sqft (139 sqm) Super Built-up Area",,1494.0,,,3,3,2,4,1,0,1,0,0,north-east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.0099872605292348
L58588024,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-r16-spid-L58588024,"Palam Vihar, Gurgaon",sector 1,9.3,28704.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,4,4,3,3,0,1,1,1,0,north-west,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']",1.2234424128034749
D83071524,Independent House,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-r1-spid-D83071524,"DLF Phase 4, Gurgaon",sector 28,12.5,38580.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,12,13,3+,4,0,1,0,0,0,east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",1.075002423028976
J55931764,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6500-sq-ft-r16-spid-J55931764,Emaar MGF Marbella,sector 66,16.75,25769.0,6500 sqft (603.87 sqm) Built-up Area,,,6500.0,,5,6,3+,3,0,1,1,1,0,north-east,Semi-Furnished,Relatively New,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.241077710345214
L75266199,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2367-sq-ft-r2-spid-L75266199,"Sector 23, Gurgaon",sector 23,2.9,9487.0,"2,367 sqft (220 sqm) Built-up Area",,,2367.0,,3,3,2,4,1,1,1,1,0,north-west,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'No open drainage around', 'Visitor Parking', 'Natural Light', 'Spacious Interiors']",0.2493628396354255
R85776198,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-suncity-gurgaon-3240-sq-ft-spid-R85776198,"Suncity, Gurgaon",sector 54,7.0,21605.0,"3,240 sqft (301 sqm) Carpet Area",,,,3240.0,4,5,3+,1,0,0,0,1,0,north-east,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Park']",0.0
C83790788,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-C83790788,sobha city,sector 108,3.4,30590.0,"1,711 sqft (159 sqm) Super Built-up Area",,1711.0,,,3,3,2,15,0,0,0,0,0,north,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.6276018634651934
G83610392,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1440-sq-ft-spid-G83610392,"Sector 4, Gurgaon",sector 4,3.4,23611.0,1440 sqft (133.78 sqm) Plot Area,1440.0,,,,4,4,2,2,0,0,0,1,0,east,Unfurnished,Old Property,['Rain Water Harvesting'],0.0
P82346206,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2844-sq-ft-r1-spid-P82346206,"DLF Phase 1, Gurgaon",sector 26,13.0,45710.0,2844 sqft (264.22 sqm) Plot Area,2844.0,,,,4,4,2,2,0,1,0,0,0,west,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",1.0435050438817126
Z84346816,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-rosewood-city-gurgaon-2500-sq-ft-spid-Z84346816,Eros Rosewood City,sector 49,6.2,36257.0,1710 sqft (158.86 sqm) Plot Area | 2500 sqft (232.26 sqm) Built-up Area | 2200 sqft (204.39 sqm) Carpet Area,1710.0,,2500.0,2200.0,6,5,3+,3,0,0,1,1,0,east,Unfurnished,Moderately Old,"['Private Garden / Terrace', 'Maintenance Staff', 'False Ceiling Lighting', 'Park', 'Visitor Parking', 'Security Personnel', 'Low Density Society']",0.8558194001949793
Q85346490,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-45-gurgaon-3000-sq-ft-spid-Q85346490,"Sector 45, Gurgaon",sector 45,4.0,13333.0,"3,000 sqft (279 sqm) Carpet Area",,,,3000.0,4,4,2,1,0,1,0,0,0,east,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.35998079434360797
R83540738,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-R83540738,emaar mgf emerald floors premier,sector 65,3.66,18531.0,"1,975 sqft (183 sqm) Carpet Area",,,,1975.0,4,4,3+,3,1,1,0,0,0,west,Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3636580056246208
H84135820,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-H84135820,"DLF Phase 1, Gurgaon",sector 26,25.0,55556.0,4500 sqft (418.06 sqm) Plot Area,4500.0,,,,7,8,3,3,1,1,0,1,1,north-east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.8813867260549119
U84718486,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-luxury-builder-floors-dlf-phase-2-gurgaon-1650-sq-ft-spid-U84718486,DLF Luxury Builder Floors,sector 25,5.5,33333.0,"1,650 sqft (153 sqm) Carpet Area",,,,1650.0,4,4,3+,2,1,1,1,1,0,north-east,Furnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.1985145388341987
Z80612327,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1889-sq-ft-r2-spid-Z80612327,indiabulls centrum park,sector 103,2.1,11116.0,"1,889 sqft (175 sqm) Super Built-up Area",,1889.0,,,3,3,3+,8,1,0,0,0,0,not available,Unfurnished,Relatively New,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.12754653792423462
U83730410,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2092-sq-ft-spid-U83730410,dlf the ultima,sector 81,3.65,17447.0,"2,092 sqft (194 sqm) Super Built-up Area",,2092.0,,,3,4,3+,11,0,1,0,0,0,east,Semi-Furnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
Q83591042,Independent House,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-block-q-south-city-1-gurgaon-540-sq-ft-spid-Q83591042,"Block Q South City 1, Gurgaon",sector 41,2.3,42593.0,540 sqft (50.17 sqm) Plot Area,540.0,,,,1,1,2,3,0,0,0,0,1,east,Unfurnished,Old Property,"['Private Garden / Terrace', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.823388970255736
X80390815,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-m3m-st-andrews-sector-65-gurgaon-6365-sq-ft-r1-spid-X80390815,m3m st andrews,sector 65,16.0,25137.0,"6,365 sqft (591 sqm) Super Built-up Area",,6365.0,,,4,6,3+,29,1,1,1,1,0,north,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
K84255394,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-540-sq-ft-spid-K84255394,"Sector 57, Gurgaon",sector 57,2.44,45185.0,540 sqft (50.17 sqm) Plot Area,540.0,,,,4,5,3+,4,0,0,0,0,0,not available,Furnished,Moderately Old,['Water Storage'],0.12754653792423462
U80622795,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-U80622795,m3m heights,sector 65,3.35,18326.0,"1,828 sqft (170 sqm) Super Built-up Area",,1828.0,,,3,3,3,20,0,1,0,1,0,north-east,Semi-Furnished,New Property,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
M85292280,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-4518-sq-ft-spid-M85292280,Luxury Homes By Horiizon Ventures,sector 28,10.9,31054.0,"4,518 sqft (420 sqm) Super Built-up Area",,4518.0,,,4,5,3,2,1,1,1,1,0,north-east,Semi-Furnished,Relatively New,"['Water purifier', 'Centrally Air Conditioned', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",0.8998928678254854
J85185422,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-J85185422,Brand new ultra luxury builder floor,sector 43,3.87,14333.0,"2,700 sqft (251 sqm) Super Built-up Area",,2700.0,,,4,4,2,2,0,1,0,0,1,east,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.3465960199121562
O84700542,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-spid-O84700542,Emaar MGF Marbella,sector 66,12.0,49938.0,2403 sqft (223.25 sqm) Plot Area,2403.0,,,,4,4,3,3,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.6816187183197844
Y83346370,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-28-gurgaon-900-sq-ft-spid-Y83346370,HUDA Sarswati Vihar,sector 28,4.2,46666.0,900 sqft (83.61 sqm) Built-up Area,,,900.0,,7,5,3,1,0,0,0,0,0,not available,Unfurnished,Undefined,,0.0
F84107076,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-1942-sq-ft-spid-F84107076,conscient heritage max,sector 102,2.5,12873.0,"1,942 sqft (180 sqm) Built-up Area",,,1942.0,,3,4,3+,9,0,1,0,0,0,north-east,Unfurnished,Relatively New,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0
Z84255354,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-1665-sq-ft-spid-Z84255354,Anant Raj Estates,sector 63,2.6,15615.0,"1,665 sqft (155 sqm) Carpet Area",,,,1665.0,3,3,2,4,0,0,0,0,1,north,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Waste Disposal', 'Rain Water Harvesting']",0.3465960199121562
C84170706,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-orange-sector-70-gurgaon-1137-sq-ft-spid-C84170706,tulip orange,sector 70,1.64,14423.0,"1,137 sqft (106 sqm) Super Built-up Area",,1137.0,,,3,2,2,6,0,0,0,0,1,north-east,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0
E83568788,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1483-sq-ft-spid-E83568788,pareena mi casa,sector 68,1.92,20869.0,"1,483 sqft (138 sqm) Super Built-up Area",,1483.0,,,3,2,3,12,0,0,0,0,1,north-east,Unfurnished,Relatively New,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",1.0432391836561594
V82240322,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-47-gurgaon-3000-sq-ft-r1-spid-V82240322,pragati hills cghs society,sector 47,2.91,10000.0,"3,000 sqft (279 sqm) Built-up Area",,,3000.0,,4,4,3+,3,0,1,0,1,0,north-west,Furnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
O85358496,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-O85358496,DLF INDEPENDENT FLOORS,sector 25,4.95,20625.0,"2,400 sqft (223 sqm) Carpet Area",,,,2400.0,4,4,2,2,1,1,0,0,0,north-east,Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.35998079434360797
B83315966,Independent House,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-35484-sq-ft-r1-spid-B83315966,"Sector 45, Gurgaon",sector 45,7.3,39660.0,171 sqft (15.89 sqm) Plot Area | 35521 sqft (3300.0 sqm) Carpet Area,171.0,,,35521.0,8,8,3+,3,0,1,0,1,0,south-east,Unfurnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.8813867260549119
T84483160,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ardee-city-gurgaon-2160-sq-ft-spid-T84483160,"Ardee City, Gurgaon",sector 52,2.2,10185.0,2160 sqft (200.67 sqm) Plot Area,2160.0,,,,3,3,1,2,0,0,0,0,0,not available,Unfurnished,Old Property,['Maintenance Staff'],0.0
O83432020,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3400-sq-ft-spid-O83432020,indiabulls enigma,sector 110,4.7,13823.0,"3,400 sqft (316 sqm) Super Built-up Area",,3400.0,,,4,5,3,6,0,1,0,0,0,east,Unfurnished,New Property,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
B83437574,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-raheja-vedaanta-sector-108-gurgaon-2165-sq-ft-spid-B83437574,Raheja Vedaanta,sector 108,2.3,10623.0,2165 sqft (201.14 sqm) Plot Area,2165.0,,,,3,3,2,2,0,1,0,0,0,south,Unfurnished,Moderately Old,"['Maintenance Staff', 'Water Storage', 'Visitor Parking']",0.12754653792423462
M85264970,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-orris-carnation-residency-sector-85-gurgaon-1975-sq-ft-spid-M85264970,orris carnation residency,sector 85,1.69,8556.0,"1,975 sqft (183 sqm) Super Built-up Area",,1975.0,,,4,4,3,7,0,0,0,0,0,east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
B84839996,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-1557-sq-ft-spid-B84839996,Ansals Palam Vihar,sector 1,4.5,28902.0,1557 sqft (144.65 sqm) Plot Area,1557.0,,,,6,6,3+,3,1,0,1,0,0,east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']",0.9251195672826735
