property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
W85389180,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-35-sohna-gurgaon-1467-sq-ft-spid-W85389180,"Sector-35 Sohna, Gurgaon",sector 35,1.62,11042.0,"1,467 sqft (136 sqm) Super Built-up Area",,1467.0,,,3,3,3,3,0,0,0,1,0,east,Semi-Furnished,New Property,"['Water purifier', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.1733871543018983
O83508604,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-O83508604,dlf the skycourt,sector 86,2.3,11923.0,"1,929 sqft (179 sqm) Carpet Area",,,,1929.0,3,3,2,1,0,0,0,0,0,not available,Unfurnished,Moderately Old,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0
G84053454,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-3395-sq-ft-spid-G84053454,conscient elevate,sector 59,8.5,25036.0,"3,395 sqft (315 sqm) Super Built-up Area",,3395.0,,,4,4,3,29,0,1,0,0,0,east,Unfurnished,New Property,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0
N81230533,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-escala-sector-70a-gurgaon-1512-sq-ft-r1-spid-N81230533,m3m escala,sector 70,2.1,13888.0,"1,512 sqft (140 sqm) Built-up Area",,,1512.0,,2,2,2,12,0,1,0,0,0,north-east,Furnished,Moderately Old,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'No open drainage around', 'Park', 'Recently Renovated', 'Bank Attached Property', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']",0.6496683579086049
M76601925,Independent House,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-63000-sq-ft-r2-spid-M76601925,"Sushant lok 1 kothi ,sushant lok 1",sector 43,13.0,2407.0,2700 sqft (250.84 sqm) Plot Area ,2700.0,,,,9,9,3+,3,1,1,1,1,0,south-east,Semi-Furnished,Moderately Old,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3274002576019965
Q84063280,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-3762-sq-ft-spid-Q84063280,"Sushant Lok Phase 3, Gurgaon",sector 57,12.15,32297.0,3762 sqft (349.5 sqm) Plot Area,3762.0,,,,7,8,3+,4,0,1,1,1,0,south-west,Furnished,Moderately Old,"['Security / Fire Alarm', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Bank Attached Property', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Rain Water Harvesting', 'Club house / Community Center']",1.166388487394793
T84566074,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1910-sq-ft-spid-T84566074,greenopolis,sector 89,1.57,8219.0,"1,910 sqft (177 sqm) Super Built-up Area",,1910.0,,,3,3,3,4,0,1,0,0,0,east,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
I85147762,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2015-sq-ft-spid-I85147762,bestech altura,sector 79,2.46,12208.0,"2,015 sqft (187 sqm) Super Built-up Area",,2015.0,,,3,3,2,9,0,0,0,0,1,east,Unfurnished,New Property,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.12754653792423462
F84180782,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1250-sq-ft-spid-F84180782,eldeco accolade,sector 33,1.25,10000.0,"1,250 sqft (116 sqm) Super Built-up Area",,1250.0,,,2,2,1,2,0,1,1,1,0,east,Unfurnished,Relatively New,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.2598211204991876
T83200572,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-serene-sector-37d-gurgaon-2450-sq-ft-spid-T83200572,bptp park serene,sector 37,2.7,11020.0,"2,450 sqft (228 sqm) Super Built-up Area",,2450.0,,,4,4,3+,7,0,1,0,0,0,east,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
Z84743750,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-Z84743750,hero homes,sector 104,1.91,14054.0,"1,359 sqft (126 sqm) Super Built-up Area",,1359.0,,,3,2,2,10,0,0,0,0,0,north-east,Unfurnished,New Property,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
L85368606,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-palm-gardens-sector-83-gurgaon-1900-sq-ft-spid-L85368606,emaar palm gardens,sector 83,2.55,13421.0,"1,900 sqft (177 sqm) Super Built-up Area",,1900.0,,,3,4,3,12,0,1,0,0,0,north,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
S85267714,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-2950-sq-ft-spid-S85267714,puri diplomatic greens,sector 111,4.6,15593.0,"2,950 sqft (274 sqm) Super Built-up Area",,2950.0,,,4,5,3+,12,0,1,0,0,0,north-east,Unfurnished,Old Property,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.8052537582115236
F83438638,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1712-sq-ft-spid-F83438638,smart world orchard,sector 61,2.75,18333.0,"1,712 sqft (159 sqm) Built-up Area",,,1712.0,,3,3,2,1,1,0,0,0,0,east,Unfurnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.5816357110402499
O83774302,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1296-sq-ft-spid-O83774302,ireo the corridors,sector 67,2.25,17361.0,"1,296 sqft (120 sqm) Super Built-up Area",,1296.0,,,2,2,2,5,0,0,0,0,0,north,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
D85347354,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2278-sq-ft-spid-D85347354,"Palam Vihar, Gurgaon",sector 1,3.2,14047.0,"2,278 sqft (212 sqm) Super Built-up Area",,2278.0,,,4,4,2,3,0,1,0,1,0,north-east,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']",0.3465960199121562
V78931763,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-2350-sq-ft-r2-spid-V78931763,aipl the peaceful homes,sector 70,4.0,17021.0,"2,350 sqft (218 sqm) Super Built-up Area",,2350.0,,,3,4,3,30,1,1,0,0,0,east,Furnished,Moderately Old,"['Intercom Facility', 'Lift(s)', 'Water purifier', 'False Ceiling Lighting', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.6778419718680853
S83948146,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-47-gurgaon-1449-sq-ft-spid-S83948146,sector 47,sector 47,5.15,35542.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,6,6,3,3,0,0,0,0,0,north-east,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']",1.1321018057836745
Y83318754,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-paras-dews-sector-106-gurgaon-1700-sq-ft-spid-Y83318754,Paras Dews,sector 106,1.95,11079.0,1760 sqft (163.51 sqm) Plot Area | 1700 sqft (157.94 sqm) Built-up Area | 1200 sqft (111.48 sqm) Carpet Area,1760.0,,1700.0,1200.0,3,3,3,23,0,1,0,0,0,east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.3274002576019965
O85472622,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-enclave-sector-93-gurgaon-1450-sq-ft-spid-O85472622,DLF Gardencity Enclave,sector 93,1.92,13241.0,"1,450 sqft (135 sqm) Super Built-up Area",,1450.0,,,3,3,2,4,1,0,0,1,1,east,Semi-Furnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.9862039344434856
X83941782,Independent House,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-2800-sq-ft-spid-X83941782,"DLF Phase 3, Gurgaon",sector 24,3.25,11607.0,2800 sqft (260.13 sqm) Plot Area,2800.0,,,,11,11,3+,5,0,0,0,0,0,north,Unfurnished,New Property,,0.0
K37314695,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-1790-sq-ft-r6-spid-K37314695,mapsko royale ville,sector 82,1.86,7932.0,"1,790 sqft (166 sqm) Super Built-up Area",,1790.0,,,3,4,2,10,0,1,0,0,0,south-east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.4031353523082967
Q84981658,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sector-35-sohna-gurgaon-1845-sq-ft-spid-Q84981658,silverglades the melia,sector 35,1.8,9756.0,"1,845 sqft (171 sqm) Super Built-up Area",,1845.0,,,3,3,3,6,0,1,0,0,0,north-east,Unfurnished,Relatively New,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.3742924256458897
F83493096,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2408-sq-ft-spid-F83493096,ss the leaf,sector 85,2.77,11503.0,"2,408 sqft (224 sqm) Super Built-up Area",,2408.0,,,3,4,3,11,0,1,0,0,0,east,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
G84372354,Independent House,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-friends-colony-gurgaon-1558-sq-ft-spid-G84372354,"Friends Colony, Gurgaon",sector 15,3.1,19897.0,1558 sqft (144.74 sqm) Built-up Area,,,1558.0,,1,1,0,1,0,0,0,0,0,not available,Unfurnished,Undefined,,0.0
J82204076,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-vihar-gurgaon-1400-sq-ft-spid-J82204076,"Saraswati Vihar, Gurgaon",sector 28,2.5,17857.0,1400 sqft (130.06 sqm) Built-up Area,,,1400.0,,7,5,0,3,0,0,0,0,0,not available,Unfurnished,Undefined,,0.0
A83237992,Flat,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-456-sq-ft-spid-A83237992,central park flower valley aqua front towers,sector 33,1.5,32894.0,456 sqft (42 sqm) Carpet Area,,,,456.0,1,1,1,6,0,0,0,0,0,north,Furnished,New Property,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.266708404007107
E85287838,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raheja-vedaanta-sector-108-gurgaon-1838-sq-ft-spid-E85287838,raheja vedaanta,sector 108,1.62,8813.0,"1,838 sqft (171 sqm) Super Built-up Area",,1838.0,,,3,3,2,8,0,0,0,0,0,north-east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
Z85359922,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-greenwood-city-gurgaon-4518-sq-ft-spid-Z85359922,"Greenwood City, Gurgaon",sector 45,6.2,13722.0,"4,518 sqft (420 sqm) Super Built-up Area",,4518.0,,,4,5,2,2,1,1,1,1,0,north-east,Semi-Furnished,New Property,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",0.8998928678254854
D85245754,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-2217-sq-ft-spid-D85245754,la vida by tata housing,sector 113,3.2,14433.0,"2,217 sqft (206 sqm) Super Built-up Area",,2217.0,,,3,3,3,20,0,1,0,0,0,east,Unfurnished,New Property,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
V84418856,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-1360-sq-ft-spid-V84418856,bestech park view ananda,sector 81,1.52,11176.0,"1,360 sqft (126 sqm) Super Built-up Area",,1360.0,,,2,2,3,4,0,0,0,0,0,east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
D77889713,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-36000-sq-ft-r3-spid-D77889713,Ansals Palam Vihar,sector 1,5.55,20352.0,2727 sqft (253.35 sqm) Plot Area,2727.0,,,,5,5,2,3,0,1,1,0,0,north,Unfurnished,Old Property,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
M84755814,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-maruti-kunj-gurgaon-540-sq-ft-spid-M84755814,"Maruti Kunj, Gurgaon",sector 105,0.49,9074.0,540 sqft (50.17 sqm) Plot Area | 540 sqft (50.17 sqm) Built-up Area | 468 sqft (43.48 sqm) Carpet Area,540.0,,540.0,468.0,6,3,3,3,0,0,0,0,0,north,Unfurnished,Relatively New,"['Private Garden / Terrace', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Low Density Society']",1.0681530811834012
T83658204,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1020-sq-ft-spid-T83658204,emaar emerald hills,sector 65,2.6,25490.0,"1,020 sqft (95 sqm) Super Built-up Area",,1020.0,,,2,2,3,1,0,0,1,0,0,east,Semi-Furnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",1.0680558191106697
H84497478,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-rosewood-city-gurgaon-2000-sq-ft-spid-H84497478,Eros Rosewood City,sector 49,5.25,30701.0,1710 sqft (158.86 sqm) Plot Area | 2000 sqft (185.81 sqm) Built-up Area | 1900 sqft (176.52 sqm) Carpet Area,1710.0,,2000.0,1900.0,3,3,2,2,0,0,0,1,0,east,Unfurnished,Moderately Old,"['Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Security Personnel', 'Low Density Society']",0.9120174635111915
V50381292,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-2535-sq-ft-r3-spid-V50381292,mapsko casa bella,sector 82,2.75,10848.0,"2,535 sqft (236 sqm) Super Built-up Area",,2535.0,,,4,5,3+,4,0,1,0,0,0,south-west,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
J84107804,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-J84107804,"DLF Phase 4, Gurgaon",sector 28,12.5,38580.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,5,6,3+,3,1,1,1,1,0,east,Semi-Furnished,Moderately Old,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
R82418682,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-d-rajendra-park-gurgaon-567-sq-ft-spid-R82418682,"Block D Rajendra Park, Gurgaon",sector 105,0.82,14462.0,567 sqft (52.68 sqm) Plot Area,567.0,,,,3,1,1,1,0,0,0,0,0,not available,Unfurnished,Relatively New,,0.0
